id,name,age,nationality,driving_power,driving_accuracy,approach_accuracy,short_game,putting,composure,confidence,focus,risk_tolerance,mental_fatigue,consistency,resilience,current_status,introduction_season
2401,Nathaniel Dunn,20,USA,89.32523062450721,91.51809287340103,43.714814354439355,58.88906357566074,91.3535011247051,82.9545948204622,53.80884204601312,67.64536181361706,66.5538162942236,49.0674666990008,64.02695153415569,77.99001757282556,active,10
2402,Shaun Wilson,22,England,58.62213787993861,39.98400643161679,85.12300029183564,42.25775824756373,79.42909768605202,80.1064832153001,58.48273480027153,89.01743241920963,79.13575604239195,67.27946314533972,83.17739075777195,44.095747814169876,active,10
2403,Ferenc Nagy,19,Hungary,89.71358821672762,79.54744050000917,41.142938891759215,70.23669556011309,55.09907755506962,90.58355040867215,44.832373700279426,50.56630149948979,21.05927858247707,43.905843333953584,30.989583770457585,47.90767705123048,active,10
2404,Antonio Tanzini,19,Italy,30.714697250582425,41.57631243459372,36.48556337450055,32.92355062972931,75.4212724139993,34.61287983254469,77.47200380543819,71.18882290039585,66.3763968264997,77.15031168900761,82.53911463179907,78.46516026802743,active,10
2405,Joe Hayes,20,Scotland,69.54062703173742,57.601569950998794,84.16957606457896,85.10321712331407,90.47572400051902,62.21467433174461,88.3769128644046,90.45751268488723,77.5371216692028,39.51686024349228,57.863571589363204,45.007316135150695,active,10
2406,Daniel Carter,20,USA,84.81027636237654,53.61551220554058,39.27014373549134,61.459152606925656,86.87699009874083,67.46705698237423,83.82612502020774,72.44728900947828,37.3809067545308,52.582165835412376,70.79197410049764,69.35662574093107,active,10
2407,Michael Carrillo,21,Canada,66.91919477849939,57.11707445554488,65.58306624191303,69.80257974940106,84.73569603831345,58.236827371880246,61.872820034832564,83.9545028463609,71.85176729142682,59.562123629720844,66.25138221930419,89.96065257422944,active,10
2408,Nicolae Cristea,21,Romania,92.11083685978338,52.98545564661852,58.87866785249952,32.94428240646024,80.4219023908012,49.61006060863089,50.81092311962553,60.35364673851096,59.30835200479417,82.35904536467865,81.93227595227575,56.64828831943218,active,10
2409,Daniel Cruz,20,Canada,74.04421228205221,52.181494637995165,87.29718140396218,85.4422524545316,84.00475416248224,51.65618388807374,49.277567598954235,79.08136731753297,78.21678974563378,69.74307578580033,88.89335429801294,50.342716618851256,active,10
2410,Scott Watson,22,England,34.777047490961316,75.23542437039364,76.51874542795127,43.17911593007021,90.82440386701842,36.449330238631255,60.77802253671488,82.03625979592486,77.57467368193855,46.719243800841795,46.66101730772721,61.92200205735009,active,10
2411,Jorge Daniels,19,USA,49.8882672364348,42.23255045311654,36.71653256584547,75.03667565515862,68.3067608133517,89.25369509351097,68.80517301127499,50.90268712269025,84.78710937113962,89.27277040239747,60.97538299694872,85.7636602637924,active,10
2412,Budi Mansur,21,Indonesia,51.80309248128814,40.90341476253323,73.28447381613358,54.272578456947194,76.00221554536992,66.92283472951024,73.85237937050118,74.89123930438988,59.402411153900545,35.35690803144578,50.73767817499626,38.45786310663031,active,10
2413,Magnus Kristoffersen,22,Denmark,30.106016109888287,89.40299920946185,71.39339793996422,56.747033079682595,60.42299885228772,84.79718528937448,82.68435604947982,54.360969304658134,67.47340910520177,77.21470142589031,79.02577667181318,63.935276874210736,active,10
2414,Pavel Marošová,22,Slovakia,70.29509490417604,39.048411196241624,84.84700457538038,69.46090264294067,70.93395871578898,33.150120217819996,83.33643262498623,86.51186582739817,59.24907361548496,42.865476012796165,58.00873584449576,69.33492163511966,active,10
2415,Owen Taylor,20,England,55.75269002973443,32.18614557579869,67.03831638534206,94.18501447784128,66.38820351923616,93.06377141545818,77.98316002077834,88.14218081019283,30.966515106473032,79.858726424868,88.67301557996265,30.83219991283864,active,10
2416,Dylan Dickinson,22,Scotland,40.71345953221416,65.7661215924976,31.145854918824675,72.91928791776067,53.15567561859509,58.68502570186517,81.43332151893543,49.64222036717554,44.489536643857335,36.082084069129124,65.57620600858888,43.08952365642792,active,10
2417,John Duke,20,USA,60.8412138106725,53.54311954835648,45.74661197724251,92.3879399480834,43.92219931935893,87.04091454341068,68.6294839310186,51.440760106898495,41.33575735419838,64.92268193328448,57.45572108558302,44.72591526737473,active,10
2418,Kevin Thomas,22,USA,79.05224032571519,56.051992534271875,81.93348670026805,60.78102073880122,72.26133668298075,88.11082705958341,63.418147394369605,71.4371050093032,36.829880664279266,38.44923405998419,73.66303135083106,72.43271526217686,active,10
2419,William Hernandez,22,USA,79.80851414684176,43.47200133229877,57.96537379399754,88.63828493927403,55.854157655582725,85.6002597790642,48.7813246065461,36.06126494597709,79.96702415976064,60.255899473430475,42.909621363601765,59.8068560533609,active,10
2420,William McNeely,21,Ireland,82.80155098581616,35.6771661469834,31.871990159387096,34.467456900868726,39.92869947252762,36.744289578597815,43.90178212028737,93.90947363463295,66.87388926201756,52.747674393630916,49.64110628131682,58.370277889810936,active,10
2421,Bruce Ramirez,20,Australia,33.59235199316684,60.33978363109429,62.97975029149118,69.10744318766821,54.610448622341124,88.70588935645637,78.76093917944054,78.28872709026041,38.168681892321004,52.59180382773179,91.93044039412158,51.86136658373107,active,10
2422,Jon Steinþórsson,22,Iceland,56.249002310368816,59.51429802222583,69.34385991721204,45.757434767864396,69.22345622708843,80.51342808242032,52.22921153876658,93.21614067077873,54.3788852724218,94.1223222173185,62.8947872509822,42.33113313936776,active,10
2423,Kristjan Sillisdóttir,20,Iceland,33.18201739075896,35.59676895228563,48.63202688079869,76.72244214797831,67.18065093939198,92.96384523849207,58.42043687224457,50.841236297872015,27.596894459632573,91.90637956635288,55.4284138581255,89.51900385550539,active,10
2424,Kyle Cole,22,USA,79.0069104814657,30.485235509402855,47.588335229459965,46.96188555107601,88.71464098465611,39.25402565530604,85.62856110689606,52.62512916545798,80.94356980123675,50.612421617189355,68.24024337779659,45.34420902290347,active,10
2425,Adam Martinez,22,USA,52.55293219342009,45.348231623407735,48.98967457577292,80.56379425402316,33.48716019807134,93.19020631704637,77.80368681942889,87.7469502020932,37.81204373192226,45.163837848951744,39.25940080039122,75.10668082500968,active,10
2426,Joe Ross,19,Scotland,80.41297008882805,35.470217504567884,69.91469612929036,62.03587122470925,54.062894475307345,35.36890614412338,47.039715201288026,75.54139605870404,30.852846791608957,75.44322778193155,59.13909168435738,91.56946012116333,active,10
2427,Bryan Lennon,19,Ireland,94.73265424631093,79.1525205267667,63.36119768102608,74.57965730390546,56.40905193653819,79.5505075008918,55.11765031955474,62.76650668093709,73.8905104544299,69.02998550669534,90.7118566139125,46.31769808394651,active,10
2428,Dieter Kruschwitz,21,Germany,34.92282201479265,54.28775509345264,42.54794357746248,79.78602236242183,53.60531956538533,41.134375678977655,81.69130797553913,49.2552408316759,20.30249025656328,62.587524637002275,43.10267120903016,91.10736529704712,active,10
2429,Magnus Svavarsson,19,Iceland,38.00200037371658,43.430158672132286,37.91865833019932,34.14114236271891,72.90509995480306,79.03191295725246,45.02975922944516,50.534002670411695,38.37759781538617,82.3407794258132,88.0080380354112,48.58846530706971,active,10
2430,Miguel Loyola,22,Chile,84.26770927547858,68.27702801373164,46.45299515771373,63.38449743060739,76.80668590307437,90.94116605086742,74.40839715885357,83.89725202479534,61.145394533518804,64.10110509714104,66.98736109627876,38.172402163381285,active,10
2431,Ronald Lambrechts,21,Belgium (Dutch),46.683619252697866,79.645755248316,40.56693097156666,64.43038641968909,61.32943439393097,40.55665104695659,45.52637475432729,92.48926363781072,52.582723752760096,62.49858371244307,78.24905419616658,42.22645582325668,active,10
2432,Arthur Carter,21,South Africa,55.64549609346639,70.83033853358052,66.13135914944036,52.96202168131899,44.81607580889782,54.52330400287899,54.23764345894744,83.09871398130292,59.10162552723037,44.16880312354581,82.38559221866578,61.52624862971781,active,10
2433,Wolfgang Misicher,22,Germany,34.86251575751709,71.41597507151373,36.28211034676573,34.437489303368416,76.95108669946633,67.72267710266496,63.741700236648995,80.3268814674366,54.388986719419165,45.050707637575,54.34879404238537,61.37768945149286,active,10
2434,Stanley Harrison,22,England,89.9176472006386,33.55103855380464,48.846556704219076,74.86611104240157,64.93939227889227,68.86808041591928,73.69148439874411,47.8007756272168,29.00969905308912,33.25901190385247,32.83072327522888,72.33665726725644,active,10
2435,Matthew Kim,21,USA,42.147222752458376,60.1649154980758,31.15475653786858,42.70957297586277,47.389654674720035,60.25250227342112,56.67730326290676,56.69000945820541,53.910413656051816,69.79408334107737,63.82605717856073,74.0960494229245,active,10
