season_event,event_type,event_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
7_1,Signature Event #1,Signature Event #1,Anthony Gaines,Timothy Hamilton,Martin Simmons,John Case,Jesse West,Jason Clark,Conor Lee,William Ortega,Adam Milmo,Elliott Phillips,Zachary Patel,Nathan Banks,Michael Russell,Diogo Freitas,Randall Miller,Jeffery Williams,Jozsef Horváth,Laszlo Szabó,Jose Lucero,Constantin Albu,Kyle Morales,Michael Gordon,Luke Clark,Harry Miles,David Morris,Anders Thomsen,Mark Perry,Peter Steiger,Kevin Kent,Shane Harris,Dumitru Stoica,Terence Heaney,Patrick Schmitz,Michael Jäkel,Trevor Booker,Tomas Brožová,Vasile Tomescu,Milan Paľovčík,Aaron Doyle,Cody McGahey,Bjorn Kjóisdóttir,David Munoz,Patrick Bennett,Ante Jerič,Tyler Maughan,Kevin Roberts,Duncan Wood,Scott Torres,Adam Franco,Craig Jackson,Eric Ryan,Bruce Owens,Karoly Molnár,Anthony Reid,Michael Johnson,Sean Taylor,Christopher Dudley,Nicholas Byrd,James Jennings,David Johnston,Conall Horgan,Kevin Cole,Brandon Silva,Ryan Hubbard,Derrick Robinson,Pavel Čermák,Travis Callahan,Manuel Manning,Timo Varis,Abdul Shaw,Constantin Stănescu,Stephen Johnson,Darius Grimes,Ethan Cox,Luis Arranz,Philip Hall,Brandon Baker,Christian Henry,Josh Boyce,Martin Kazík,Joe Heath,Antanas Žukauskas,Mark Estrada,Juan Gaytán,Craig Smith,Damon Peterson,Simon Wilson,Francisco Guajardo,Kelvin Cohen,Michael Davis,Elliot Holmes,Billy Williams,Leslie Moore,Kenneth Charles,James Dennis,Dominic Kilgallen,Christian Henry,Dennis Lyons,Darrell Baker,Jeremy Freeman,Austin Love,Aidan Reardon,Krzysztof Ochab,Dillon Stanley,Andrew Collins,Christian Leblanc,James Baker,Mikael Ekholm,Callum Davison,John Brown,Fredrik Thorén,Daniel Whitaker,Vu Trần,Greg Stevens,Kevin Hensley,Scott Diaz,Michael Crawford,Terry Nguyen,Chad Jones,Ethan Hoffman,Charles Leonard,Alexander Campbell,Michael Nette,Allen Smith,Richard Roy,Ren Sasaki,Kaur Tamm,Steven Keller,Tomislav Sakač,Cristian Salazar,Joshua Clark,Petar Vodopivec,Daniel Rios,Christian Jacques,Adam Jensen,Andreas Jungfer,Ibrahim Şama,Russell Warner,Cody Ramirez,Rory Sheerin,Raymond Lane,Keith Robinson,Diogo Castro,Rihards Siliņš,Wim Postma,Andrea Terragni,Angel Lara,Rian Doorty,Petr Navrátil,Christopher Norris
7_2,Standard Event #2,Standard Event #2,Juan Gaytán,Mark Estrada,Michael Davis,Zachary Patel,Michael Johnson,Russell Warner,Martin Simmons,Patrick Bennett,Luke Clark,Christian Jacques,Conor Lee,Bjorn Kjóisdóttir,Kyle Morales,Milan Paľovčík,Vasile Tomescu,Callum Davison,Vu Trần,John Case,Philip Hall,Diogo Freitas,Karoly Molnár,Chad Jones,Nathan Banks,Leslie Moore,Francisco Guajardo,Jesse West,Terry Nguyen,Luis Arranz,Conall Horgan,Steven Keller,Stephen Johnson,Kevin Kent,Constantin Stănescu,Jeffery Williams,Mikael Ekholm,Ryan Hubbard,Michael Russell,Timothy Hamilton,Jeremy Freeman,Kevin Roberts,Brandon Baker,Darrell Baker,Randall Miller,Kevin Cole,Charles Leonard,Alexander Campbell,Kenneth Charles,Jason Clark,Pavel Čermák,Billy Williams,Kaur Tamm,Ante Jerič,Dillon Stanley,Rory Sheerin,Simon Wilson,Jose Lucero,Aaron Doyle,Krzysztof Ochab,Anthony Gaines,Sean Taylor,Harry Miles,Fredrik Thorén,Adam Franco,Austin Love,Richard Roy,Kevin Hensley,Christian Henry,Christopher Dudley,Constantin Albu,Diogo Castro,Ethan Cox,Derrick Robinson,Daniel Whitaker,Adam Milmo,Petar Vodopivec,Travis Callahan,Brandon Silva,Peter Steiger,Dennis Lyons,John Brown,Michael Nette,Antanas Žukauskas,Christian Henry,Craig Smith,David Munoz,Terence Heaney,Michael Gordon,Elliot Holmes,Cody McGahey,Patrick Schmitz,Anders Thomsen,James Dennis,Scott Diaz,Tyler Maughan,Timo Varis,Manuel Manning,Martin Kazík,Aidan Reardon,Eric Ryan,Rian Doorty,Andrew Collins,Jozsef Horváth,Darius Grimes,Elliott Phillips,Christian Leblanc,William Ortega,James Baker,Rihards Siliņš,Kelvin Cohen,Joe Heath,Josh Boyce,Abdul Shaw,Ren Sasaki,Anthony Reid,Laszlo Szabó,Dumitru Stoica,Adam Jensen,Andreas Jungfer,Shane Harris,Daniel Rios,Dominic Kilgallen,Bruce Owens,Duncan Wood,Tomas Brožová,Raymond Lane,Angel Lara,Michael Jäkel,David Johnston,David Morris,James Jennings,Nicholas Byrd,Trevor Booker,Mark Perry,Michael Crawford,Damon Peterson,Craig Jackson,Petr Navrátil,Keith Robinson,Greg Stevens,Christopher Norris,Wim Postma,Cody Ramirez,Ibrahim Şama,Andrea Terragni,Scott Torres,Allen Smith,Cristian Salazar,Joshua Clark,Ethan Hoffman,Tomislav Sakač
7_3,Standard Invitational #1,Standard Invitational #1,Christian Henry,Conor Lee,Elliot Holmes,Jason Clark,Zachary Patel,Philip Hall,Kevin Kent,Simon Wilson,Bjorn Kjóisdóttir,Shane Harris,Aidan Reardon,Michael Russell,Jeffery Williams,Constantin Stănescu,Ethan Cox,Elliott Phillips,Joe Heath,Charles Leonard,Milan Paľovčík,Patrick Schmitz,Travis Callahan,Josh Boyce,Jozsef Horváth,Kyle Morales,Jesse West,James Baker,Jose Lucero,William Ortega,Randall Miller,John Brown,Manuel Manning,Mark Estrada,Aaron Doyle,Luis Arranz,Constantin Albu,Kevin Hensley,Damon Peterson,Tomas Brožová,Greg Stevens,Francisco Guajardo,Diogo Freitas,Tyler Maughan,Adam Jensen,Kaur Tamm,Brandon Baker,Leslie Moore,Dennis Lyons,Terence Heaney,Christian Jacques,Adam Franco,Darius Grimes,Russell Warner,Antanas Žukauskas,Craig Jackson,Michael Johnson,Brandon Silva,Mark Perry,Michael Crawford,Anthony Gaines,Jeremy Freeman,Martin Simmons,Michael Gordon,Cristian Salazar,Craig Smith,Derrick Robinson,Patrick Bennett,Alexander Campbell,Adam Milmo,Rian Doorty,Karoly Molnár,David Morris,Andreas Jungfer,Stephen Johnson,Chad Jones,Pavel Čermák,Callum Davison,Michael Jäkel,Michael Nette,Raymond Lane,Nicholas Byrd,Abdul Shaw,John Case,Petar Vodopivec,Steven Keller,Harry Miles,Sean Taylor,Timo Varis,Ryan Hubbard,Timothy Hamilton,Dominic Kilgallen,Kenneth Charles,Dillon Stanley,Martin Kazík,Christian Leblanc,Vasile Tomescu,Cody McGahey,Andrew Collins,Allen Smith,Billy Williams,Terry Nguyen,David Johnston,Kevin Roberts,James Jennings,James Dennis,Mikael Ekholm,David Munoz,Peter Steiger,Austin Love,Anders Thomsen,Laszlo Szabó,Michael Davis,Ethan Hoffman,Bruce Owens,Conall Horgan,Rory Sheerin,Anthony Reid,Ibrahim Şama,Scott Torres,Petr Navrátil,Daniel Rios,Juan Gaytán,Darrell Baker,Luke Clark,Ante Jerič,Joshua Clark,Trevor Booker,Diogo Castro,Daniel Whitaker,Scott Diaz,Christopher Dudley,Duncan Wood,Cody Ramirez,Keith Robinson,Eric Ryan,Vu Trần,Tomislav Sakač,Christian Henry,Ren Sasaki,Dumitru Stoica,Richard Roy,Nathan Banks,Kevin Cole,Fredrik Thorén,Angel Lara,Christopher Norris,Krzysztof Ochab,Andrea Terragni,Wim Postma,Kelvin Cohen,Rihards Siliņš
7_4,Standard Event #4,Standard Event #4,Kevin Hensley,Conor Lee,Pavel Čermák,Jesse West,Anthony Reid,Constantin Stănescu,Luke Clark,Andrew Collins,Leslie Moore,Peter Steiger,Christian Leblanc,Anders Thomsen,Mikael Ekholm,Antanas Žukauskas,Kyle Morales,David Morris,Jose Lucero,Fredrik Thorén,Abdul Shaw,Juan Gaytán,Luis Arranz,Zachary Patel,Russell Warner,Michael Davis,Randall Miller,Patrick Schmitz,Dennis Lyons,Bjorn Kjóisdóttir,David Johnston,Ethan Cox,Christopher Dudley,Aidan Reardon,Constantin Albu,Charles Leonard,Michael Nette,Martin Simmons,Steven Keller,Mark Estrada,Darrell Baker,Vasile Tomescu,Brandon Baker,Craig Jackson,Elliot Holmes,Mark Perry,Kevin Kent,Wim Postma,Joshua Clark,Karoly Molnár,Adam Milmo,Stephen Johnson,Christian Henry,Terence Heaney,Francisco Guajardo,Ren Sasaki,Michael Johnson,Diogo Freitas,Anthony Gaines,James Dennis,Adam Franco,Michael Jäkel,Kevin Roberts,Austin Love,Andreas Jungfer,Shane Harris,Cristian Salazar,Ibrahim Şama,Michael Gordon,Cody McGahey,Dillon Stanley,Daniel Rios,Manuel Manning,Dumitru Stoica,David Munoz,Christian Henry,Nicholas Byrd,Darius Grimes,Jeffery Williams,Elliott Phillips,Simon Wilson,Billy Williams,John Brown,Timothy Hamilton,Daniel Whitaker,Bruce Owens,Jeremy Freeman,Scott Diaz,Sean Taylor,Martin Kazík,Greg Stevens,William Ortega,Tyler Maughan,Dominic Kilgallen,Ante Jerič,Tomas Brožová,Jozsef Horváth,Milan Paľovčík,Laszlo Szabó,Rian Doorty,Alexander Campbell,Aaron Doyle,Ryan Hubbard,Andrea Terragni,Richard Roy,Craig Smith,Terry Nguyen,Patrick Bennett,Josh Boyce,Callum Davison,Rory Sheerin,James Baker,Trevor Booker,Joe Heath,Harry Miles,Duncan Wood,Michael Crawford,Philip Hall,Conall Horgan,Travis Callahan,Kaur Tamm,Petr Navrátil,Kevin Cole,Scott Torres,Derrick Robinson,Petar Vodopivec,Rihards Siliņš,Chad Jones,Kenneth Charles,James Jennings,Michael Russell,Timo Varis,Krzysztof Ochab,Damon Peterson,Brandon Silva,Jason Clark,Nathan Banks,Kelvin Cohen,John Case,Adam Jensen,Allen Smith,Tomislav Sakač,Vu Trần,Angel Lara,Cody Ramirez,Keith Robinson,Eric Ryan,Diogo Castro,Raymond Lane,Christian Jacques,Ethan Hoffman,Christopher Norris
7_5,Standard Event #3,Standard Event #3,Michael Davis,Chad Jones,Tyler Maughan,Francisco Guajardo,Kevin Roberts,Jesse West,Luis Arranz,Patrick Schmitz,Brandon Silva,Kevin Hensley,Manuel Manning,Anders Thomsen,Jozsef Horváth,James Dennis,Jason Clark,Darius Grimes,Jose Lucero,Josh Boyce,Dillon Stanley,Steven Keller,Adam Franco,James Jennings,Vu Trần,Bjorn Kjóisdóttir,Craig Smith,Charles Leonard,Ethan Cox,Jeffery Williams,Damon Peterson,Cristian Salazar,Ibrahim Şama,Michael Johnson,Craig Jackson,Austin Love,Ryan Hubbard,Raymond Lane,Elliot Holmes,Dumitru Stoica,Mark Estrada,Greg Stevens,Jeremy Freeman,Luke Clark,Harry Miles,Darrell Baker,Christian Leblanc,Diogo Freitas,Travis Callahan,Leslie Moore,Michael Nette,Patrick Bennett,Zachary Patel,Martin Simmons,Sean Taylor,Tomas Brožová,Tomislav Sakač,Alexander Campbell,William Ortega,Kevin Kent,Michael Jäkel,Shane Harris,Duncan Wood,Anthony Gaines,Andreas Jungfer,Scott Torres,Billy Williams,Adam Milmo,Kaur Tamm,Stephen Johnson,Rihards Siliņš,Antanas Žukauskas,Juan Gaytán,John Case,Conall Horgan,Michael Russell,Trevor Booker,Karoly Molnár,Fredrik Thorén,Bruce Owens,Terence Heaney,Pavel Čermák,Michael Gordon,Christopher Dudley,Krzysztof Ochab,Rian Doorty,Joe Heath,Randall Miller,Timo Varis,Eric Ryan,Abdul Shaw,Nicholas Byrd,Aidan Reardon,Vasile Tomescu,Rory Sheerin,Conor Lee,Adam Jensen,Philip Hall,Elliott Phillips,Andrew Collins,Keith Robinson,Daniel Rios,Terry Nguyen,Simon Wilson,Anthony Reid,Callum Davison,David Johnston,Timothy Hamilton,Peter Steiger,Mark Perry,Nathan Banks,Kyle Morales,Joshua Clark,Constantin Albu,Constantin Stănescu,Daniel Whitaker,Russell Warner,Aaron Doyle,Wim Postma,Kelvin Cohen,Christian Henry,Christian Jacques,Scott Diaz,Cody McGahey,Kenneth Charles,David Morris,Mikael Ekholm,Ante Jerič,Michael Crawford,Milan Paľovčík,Christopher Norris,Brandon Baker,Derrick Robinson,Dennis Lyons,Christian Henry,James Baker,David Munoz,Petar Vodopivec,Andrea Terragni,John Brown,Ethan Hoffman,Ren Sasaki,Petr Navrátil,Dominic Kilgallen,Kevin Cole,Martin Kazík,Allen Smith,Richard Roy,Laszlo Szabó,Cody Ramirez,Diogo Castro,Angel Lara
7_6,Standard Event #6,Standard Event #6,Milan Paľovčík,Kevin Kent,Constantin Albu,Derrick Robinson,Manuel Manning,Zachary Patel,Kevin Hensley,Nathan Banks,Michael Davis,Peter Steiger,Shane Harris,Elliott Phillips,Anthony Gaines,Martin Simmons,Jesse West,Anders Thomsen,Craig Smith,Patrick Bennett,Cody McGahey,Kaur Tamm,Juan Gaytán,Dennis Lyons,Conor Lee,Joe Heath,Wim Postma,Harry Miles,Mark Perry,David Morris,Tomas Brožová,Leslie Moore,Francisco Guajardo,Tyler Maughan,Stephen Johnson,Christopher Dudley,Terence Heaney,Cristian Salazar,Adam Franco,Darrell Baker,Sean Taylor,Mikael Ekholm,Andrew Collins,Dillon Stanley,Diogo Freitas,Petar Vodopivec,Vasile Tomescu,Patrick Schmitz,Russell Warner,Vu Trần,Kyle Morales,Steven Keller,Simon Wilson,Ethan Cox,Andreas Jungfer,Billy Williams,David Munoz,Randall Miller,Josh Boyce,James Jennings,Ante Jerič,Austin Love,Duncan Wood,Mark Estrada,Christian Henry,Dominic Kilgallen,Brandon Baker,Martin Kazík,Greg Stevens,Fredrik Thorén,Michael Nette,Tomislav Sakač,Anthony Reid,Keith Robinson,Kevin Roberts,Michael Johnson,Adam Milmo,Ibrahim Şama,Damon Peterson,David Johnston,Luis Arranz,Krzysztof Ochab,Christian Jacques,Constantin Stănescu,Karoly Molnár,Pavel Čermák,Travis Callahan,Bjorn Kjóisdóttir,Michael Jäkel,Aidan Reardon,John Brown,William Ortega,Terry Nguyen,Abdul Shaw,John Case,Christian Henry,Callum Davison,Michael Crawford,Dumitru Stoica,Allen Smith,Rihards Siliņš,Trevor Booker,Elliot Holmes,Jeffery Williams,Philip Hall,Michael Russell,Jose Lucero,Eric Ryan,Joshua Clark,Michael Gordon,Scott Torres,Daniel Rios,Luke Clark,James Dennis,Craig Jackson,Laszlo Szabó,Daniel Whitaker,Jason Clark,Cody Ramirez,Jeremy Freeman,Kelvin Cohen,Nicholas Byrd,Antanas Žukauskas,Timothy Hamilton,Charles Leonard,Aaron Doyle,Adam Jensen,Rory Sheerin,Timo Varis,Richard Roy,Alexander Campbell,James Baker,Kevin Cole,Darius Grimes,Bruce Owens,Jozsef Horváth,Brandon Silva,Chad Jones,Raymond Lane,Conall Horgan,Ryan Hubbard,Scott Diaz,Diogo Castro,Christopher Norris,Angel Lara,Christian Leblanc,Andrea Terragni,Rian Doorty,Kenneth Charles,Ren Sasaki,Ethan Hoffman,Petr Navrátil
7_7,Standard Invitational #3,Standard Invitational #3,Jesse West,Kevin Kent,Christian Henry,Milan Paľovčík,Vasile Tomescu,Travis Callahan,Jozsef Horváth,Francisco Guajardo,Andrew Collins,Michael Crawford,Karoly Molnár,Damon Peterson,David Morris,Martin Simmons,Timothy Hamilton,David Johnston,Conor Lee,Mark Perry,Constantin Albu,Cristian Salazar,Kyle Morales,Mikael Ekholm,Christopher Dudley,Timo Varis,Diogo Freitas,Philip Hall,Dillon Stanley,Martin Kazík,Sean Taylor,Brandon Baker,Simon Wilson,Mark Estrada,Adam Jensen,Andreas Jungfer,Darrell Baker,Adam Franco,Tomislav Sakač,Aaron Doyle,Michael Davis,Duncan Wood,Cody McGahey,Nathan Banks,Michael Gordon,Jeffery Williams,Randall Miller,Fredrik Thorén,William Ortega,Joshua Clark,Dennis Lyons,Keith Robinson,James Baker,Antanas Žukauskas,Jose Lucero,Shane Harris,Charles Leonard,David Munoz,Adam Milmo,Kevin Roberts,Elliot Holmes,Patrick Bennett,Darius Grimes,Pavel Čermák,Chad Jones,Ryan Hubbard,John Brown,Petar Vodopivec,Conall Horgan,Terence Heaney,Zachary Patel,Rian Doorty,Patrick Schmitz,Harry Miles,Stephen Johnson,Ibrahim Şama,Tyler Maughan,Kevin Hensley,Daniel Rios,Cody Ramirez,Abdul Shaw,Joe Heath,Aidan Reardon,Billy Williams,Nicholas Byrd,James Jennings,Russell Warner,Trevor Booker,Anthony Gaines,Michael Russell,Anthony Reid,Manuel Manning,Ethan Cox,Elliott Phillips,Diogo Castro,Christian Jacques,Ante Jerič,Kevin Cole,Bjorn Kjóisdóttir,Jeremy Freeman,Michael Jäkel,Christian Leblanc,Austin Love,Leslie Moore,Callum Davison,Daniel Whitaker,Craig Jackson,Michael Johnson,Christian Henry,Terry Nguyen,Laszlo Szabó,Peter Steiger,Luis Arranz,Kenneth Charles,Bruce Owens,Eric Ryan,Craig Smith,Jason Clark,Anders Thomsen,Rory Sheerin,Steven Keller,Greg Stevens,Kaur Tamm,Rihards Siliņš,Krzysztof Ochab,John Case,Vu Trần,Kelvin Cohen,Tomas Brožová,Josh Boyce,Ren Sasaki,Michael Nette,Christopher Norris,James Dennis,Wim Postma,Richard Roy,Luke Clark,Derrick Robinson,Scott Torres,Constantin Stănescu,Alexander Campbell,Juan Gaytán,Brandon Silva,Ethan Hoffman,Dumitru Stoica,Allen Smith,Scott Diaz,Raymond Lane,Dominic Kilgallen,Petr Navrátil,Angel Lara,Andrea Terragni
7_8,Standard Event #8,Standard Event #8,Karoly Molnár,Elliott Phillips,Cristian Salazar,Kevin Kent,Mark Estrada,Ethan Cox,Darius Grimes,Adam Franco,Dillon Stanley,Alexander Campbell,Callum Davison,Milan Paľovčík,Timothy Hamilton,Diogo Freitas,Anthony Gaines,Trevor Booker,Michael Russell,Craig Jackson,Joe Heath,David Morris,Patrick Bennett,Philip Hall,Manuel Manning,Kaur Tamm,Austin Love,Anthony Reid,Luke Clark,Chad Jones,Pavel Čermák,Aidan Reardon,Michael Davis,Jozsef Horváth,Conor Lee,William Ortega,Kevin Hensley,Mark Perry,Shane Harris,Jeremy Freeman,Constantin Albu,Rory Sheerin,Vasile Tomescu,Andrew Collins,Martin Simmons,Peter Steiger,Francisco Guajardo,Daniel Whitaker,Brandon Baker,Jesse West,Ibrahim Şama,Ryan Hubbard,Michael Gordon,Juan Gaytán,Travis Callahan,Leslie Moore,John Brown,Harry Miles,Duncan Wood,Luis Arranz,Josh Boyce,Christian Jacques,Tyler Maughan,Anders Thomsen,Kyle Morales,Richard Roy,Sean Taylor,Jason Clark,Derrick Robinson,Eric Ryan,Antanas Žukauskas,Michael Crawford,Dumitru Stoica,Tomas Brožová,Abdul Shaw,Patrick Schmitz,Christian Leblanc,Charles Leonard,Keith Robinson,Zachary Patel,Michael Jäkel,David Munoz,James Jennings,Christian Henry,Terry Nguyen,Andreas Jungfer,Simon Wilson,Billy Williams,Laszlo Szabó,Brandon Silva,Steven Keller,Elliot Holmes,Diogo Castro,Mikael Ekholm,Scott Diaz,James Dennis,Wim Postma,Damon Peterson,Dennis Lyons,Michael Johnson,Christian Henry,Jeffery Williams,Aaron Doyle,Allen Smith,John Case,Craig Smith,Bjorn Kjóisdóttir,Constantin Stănescu,Greg Stevens,Jose Lucero,Stephen Johnson,Darrell Baker,Krzysztof Ochab,Randall Miller,Bruce Owens,Martin Kazík,Scott Torres,James Baker,Kevin Cole,Conall Horgan,David Johnston,Petr Navrátil,Adam Milmo,Kevin Roberts,Russell Warner,Christopher Dudley,Terence Heaney,Rihards Siliņš,Raymond Lane,Cody McGahey,Ante Jerič,Michael Nette,Nathan Banks,Daniel Rios,Tomislav Sakač,Adam Jensen,Joshua Clark,Vu Trần,Ren Sasaki,Fredrik Thorén,Ethan Hoffman,Angel Lara,Nicholas Byrd,Timo Varis,Andrea Terragni,Cody Ramirez,Kenneth Charles,Petar Vodopivec,Dominic Kilgallen,Rian Doorty,Kelvin Cohen,Christopher Norris
7_9,Signature Event #2,Signature Event #2,Mark Perry,Damon Peterson,Duncan Wood,Tomas Brožová,Patrick Bennett,Mark Estrada,Aidan Reardon,Aaron Doyle,Andrew Collins,Terry Nguyen,Shane Harris,Sean Taylor,Bjorn Kjóisdóttir,Anthony Reid,Brandon Silva,Kaur Tamm,Kevin Kent,Brandon Baker,Kevin Roberts,David Johnston,Josh Boyce,Scott Diaz,Michael Gordon,Diogo Freitas,Craig Jackson,Nathan Banks,Craig Smith,Michael Johnson,Michael Jäkel,Ryan Hubbard,Jesse West,Cody McGahey,Callum Davison,Michael Davis,Jason Clark,David Morris,John Brown,Christian Henry,Constantin Stănescu,Jeffery Williams,Stephen Johnson,Patrick Schmitz,Antanas Žukauskas,Randall Miller,Ante Jerič,Trevor Booker,Travis Callahan,James Dennis,Chad Jones,Martin Simmons,Christian Henry,Anthony Gaines,Luke Clark,Eric Ryan,Constantin Albu,Ethan Cox,Juan Gaytán,Francisco Guajardo,Bruce Owens,Petar Vodopivec,Philip Hall,Charles Leonard,Christian Leblanc,Elliott Phillips,Terence Heaney,Daniel Whitaker,Daniel Rios,Christopher Dudley,Luis Arranz,Dumitru Stoica,Darrell Baker,Zachary Patel,Alexander Campbell,Richard Roy,Dillon Stanley,Pavel Čermák,Rory Sheerin,David Munoz,Adam Milmo,Joe Heath,Jozsef Horváth,Leslie Moore,Anders Thomsen,Jose Lucero,Ren Sasaki,Conor Lee,Simon Wilson,Darius Grimes,Christian Jacques,Mikael Ekholm,Angel Lara,Kyle Morales,Karoly Molnár,Michael Crawford,Vu Trần,Keith Robinson,Milan Paľovčík,Steven Keller,Abdul Shaw,Greg Stevens,Petr Navrátil,Wim Postma,Vasile Tomescu,William Ortega,Adam Franco,Kenneth Charles,Dennis Lyons,Peter Steiger,Timo Varis,Michael Russell,Michael Nette,Rian Doorty,James Baker,Manuel Manning,James Jennings,Ibrahim Şama,Cristian Salazar,Harry Miles,John Case,Tomislav Sakač,Jeremy Freeman,Andreas Jungfer,Ethan Hoffman,Nicholas Byrd,Kelvin Cohen,Timothy Hamilton,Derrick Robinson,Tyler Maughan,Adam Jensen,Austin Love,Scott Torres,Andrea Terragni,Cody Ramirez,Martin Kazík,Dominic Kilgallen,Kevin Hensley,Billy Williams,Elliot Holmes,Allen Smith,Rihards Siliņš,Krzysztof Ochab,Raymond Lane,Russell Warner,Christopher Norris,Diogo Castro,Joshua Clark,Kevin Cole,Conall Horgan,Fredrik Thorén,Laszlo Szabó
7_10,Mini Major,Continental Championship,Zachary Patel,Ryan Hubbard,Daniel Whitaker,Peter Steiger,Aaron Doyle,Michael Russell,Steven Keller,Terence Heaney,Craig Smith,Leslie Moore,Kaur Tamm,Kevin Hensley,Philip Hall,Billy Williams,Harry Miles,Kyle Morales,James Dennis,Anthony Gaines,James Jennings,Chad Jones,Anders Thomsen,Diogo Freitas,Nathan Banks,Darrell Baker,Luis Arranz,Elliott Phillips,Vu Trần,Pavel Čermák,Aidan Reardon,Mark Perry,Trevor Booker,Manuel Manning,David Munoz,Jeffery Williams,Timothy Hamilton,Vasile Tomescu,Raymond Lane,Jozsef Horváth,Kevin Cole,Josh Boyce,Alexander Campbell,Michael Jäkel,Fredrik Thorén,Bruce Owens,Bjorn Kjóisdóttir,Michael Davis,Kevin Kent,William Ortega,Brandon Baker,Daniel Rios,Andrew Collins,Damon Peterson,Karoly Molnár,Callum Davison,Michael Crawford,Constantin Albu,Christian Henry,Michael Johnson,Dennis Lyons,Jesse West,Jason Clark,Anthony Reid,Cody McGahey,Randall Miller,David Morris,Dumitru Stoica,Tyler Maughan,Nicholas Byrd,Travis Callahan,Milan Paľovčík,Stephen Johnson,Simon Wilson,Andrea Terragni,Adam Jensen,Laszlo Szabó,Conor Lee,Adam Franco,Martin Simmons,Jose Lucero,Krzysztof Ochab,John Brown,Adam Milmo,Shane Harris,Darius Grimes,Terry Nguyen,Michael Nette,Elliot Holmes,Richard Roy,Petar Vodopivec,Kevin Roberts,Abdul Shaw,Constantin Stănescu,Eric Ryan,Luke Clark,Ethan Cox,Dillon Stanley,Juan Gaytán,Ante Jerič,Ibrahim Şama,John Case,Christian Leblanc,Timo Varis,Derrick Robinson,Tomislav Sakač,Wim Postma,Russell Warner,Antanas Žukauskas,Michael Gordon,Christian Jacques,Charles Leonard,Angel Lara,David Johnston,Ren Sasaki,Christian Henry,Scott Diaz,Greg Stevens,Allen Smith,Jeremy Freeman,Christopher Dudley,Mark Estrada,Patrick Schmitz,Martin Kazík,Conall Horgan,Rian Doorty,Joshua Clark,Dominic Kilgallen,James Baker,Austin Love,Joe Heath,Petr Navrátil,Patrick Bennett,Cody Ramirez,Sean Taylor,Keith Robinson,Francisco Guajardo,Rory Sheerin,Rihards Siliņš,Cristian Salazar,Brandon Silva,Kenneth Charles,Tomas Brožová,Craig Jackson,Andreas Jungfer,Scott Torres,Duncan Wood,Mikael Ekholm,Kelvin Cohen,Christopher Norris,Diogo Castro,Ethan Hoffman
