season_event,event_type,event_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
1_1,Signature Event #1,Signature Event #1,Patrick Schmitz,Randall Miller,David Munoz,Elliott Phillips,Andrew Collins,Tomas Brožová,David Ruiz,Travis Callahan,Jozsef Horváth,Karoly Molnár,Dennis Lyons,Mark Estrada,Billy Williams,Michael Johnson,Darius Grimes,Zachary Patel,Jesse West,Luis Arranz,Kaur Tamm,Diogo Freitas,Luke Clark,Hans Otto,Joe Heath,Michael Davis,Vasile Tomescu,Tyler Maughan,Daniel Whitaker,William Ortega,Deaglan Brannelly,Gareth Saunders,Tony Allen,Francisco Guajardo,David Johnston,Cole Smith,Steven Keller,Aidan Reardon,James Jennings,Timothy Barrett,Michael Nash,Antti Eklund,Sean Taylor,Jeremy Freeman,Nicholas Taylor,Dieter Mentzel,Budi Uyainah,Daniel Townsend,Mike Harris,Jay Kim,Ante Jerič,Craig Jackson,Harry Miles,Milan Paľovčík,Michael Gordon,Damon Peterson,Nathan Banks,Widodo Ramadan,Wolfgang Speer,David Kennedy,Charles Leonard,Anthony Reid,Josh Boyce,Charles Forde,Peter Heß,Duncan Wood,Stephen Robinson,Gerard Wouters,Ethan Cox,Pedro Fuller,Ryan Hubbard,Timothy Hamilton,Manuel Manning,Steven Acosta,Charles Fox,Adam Franco,Francisco Silva,Jeffery Williams,David Arreola,James Dyer,Joseph Price,James Russell,Dennis Brown,Stephen Miller,Jose Lucero,Francois Landry,Francois Lebon,Joseph Hill,Michael Crawford,Timothy Best,Jermaine Foster,Daniel Wagner,Timo Varis,Feargal Hanley,Ferenc Kiss,David Young,Kyle Morales,Dennis Smith,Geoffrey Singh,Michael James,Anthony Evans,Jon Jackson,James Frazier,Michael Richardson,Adam Milmo,Martin Simmons,Austin Love,Gary Jacobson,Malcolm Chambers,Charles Wilson,Chris Roy,Samuel Smith,Magnus Bruun,Kevin Roberts,Mati Soosaar,Samuel Gates,Klaus Reindl,Callum Davison,Nathaniel Roach,Jay Montoya,Gareth Bradshaw,Roger Green,Richard Wilkins,Blake Jones,Andrew Newman,Duane Wood,Erik Palmer,John Lloyd,Ethan Mann,Ryan Pacheco,Michael Griffith,Ryan Duncan,Lewis Faulkner,Klaus Winter,Jerry Harris,Logan Patterson,Tom Quinn,Zak Gilmore,Tony Holmes,Kristaps Pērkons,Sean Cobb,Damian Norton,Samuel Buchanan,Michael Jenkins,Jean Perreault,Matthew Thomas,Ray Stanley,Jonathan Gomez,David Zamora,Paul Cormican,Kazys Sakalauskas,Saul Maloney
1_2,Standard Event #1,Standard Event #1,Patrick Schmitz,Milan Paľovčík,Jozsef Horváth,Joe Heath,Jesse West,Darius Grimes,Nicholas Taylor,Jeffery Williams,Travis Callahan,Karoly Molnár,Timothy Best,Luis Arranz,Nathan Banks,Randall Miller,Gary Jacobson,Timo Varis,James Frazier,Hans Otto,Kevin Roberts,Feargal Hanley,Ryan Hubbard,Mati Soosaar,Adam Milmo,Cole Smith,Kaur Tamm,Tyler Maughan,Vasile Tomescu,David Ruiz,Gareth Saunders,Francisco Silva,Austin Love,Tony Allen,Klaus Reindl,David Kennedy,Mark Estrada,Michael Crawford,Malcolm Chambers,William Ortega,David Arreola,Duncan Wood,David Johnston,Jay Kim,Ante Jerič,Craig Jackson,Elliott Phillips,Timothy Hamilton,James Russell,Francisco Guajardo,Steven Keller,Billy Williams,Jay Montoya,Josh Boyce,Andrew Collins,Ethan Mann,Duane Wood,Charles Leonard,Richard Wilkins,Gareth Bradshaw,Charles Forde,Luke Clark,Anthony Reid,Daniel Townsend,Ferenc Kiss,Chris Roy,David Munoz,Michael Davis,Budi Uyainah,Martin Simmons,Francois Lebon,Klaus Winter,Zak Gilmore,Stephen Robinson,Diogo Freitas,Jean Perreault,Daniel Wagner,James Jennings,Kyle Morales,Dieter Mentzel,Tomas Brožová,Michael Nash,Harry Miles,James Dyer,Joseph Price,Pedro Fuller,Jon Jackson,Dennis Brown,Zachary Patel,Samuel Smith,Ryan Pacheco,Jeremy Freeman,Manuel Manning,Sean Taylor,Samuel Gates,Ethan Cox,Callum Davison,Michael Richardson,Tom Quinn,Aidan Reardon,Antti Eklund,Dennis Lyons,Damon Peterson,Michael Johnson,Lewis Faulkner,Michael James,Steven Acosta,Peter Heß,Magnus Bruun,Jose Lucero,Erik Palmer,Widodo Ramadan,Michael Gordon,Logan Patterson,Jermaine Foster,Daniel Whitaker,Adam Franco,Anthony Evans,Michael Griffith,Samuel Buchanan,Charles Fox,Jonathan Gomez,Timothy Barrett,Wolfgang Speer,Mike Harris,Ryan Duncan,Stephen Miller,Deaglan Brannelly,Andrew Newman,Nathaniel Roach,Francois Landry,Joseph Hill,Charles Wilson,Jerry Harris,Roger Green,Gerard Wouters,Sean Cobb,Tony Holmes,Blake Jones,David Zamora,Matthew Thomas,Kristaps Pērkons,Geoffrey Singh,Ray Stanley,Kazys Sakalauskas,David Young,Dennis Smith,Damian Norton,John Lloyd,Paul Cormican,Saul Maloney,Michael Jenkins
1_3,Standard Event #2,Standard Event #2,Andrew Collins,Patrick Schmitz,David Munoz,Jozsef Horváth,Randall Miller,Tomas Brožová,Milan Paľovčík,Michael Davis,Luis Arranz,Richard Wilkins,Manuel Manning,Cole Smith,Elliott Phillips,Darius Grimes,Jeffery Williams,Adam Franco,Aidan Reardon,Peter Heß,James Frazier,Zachary Patel,Travis Callahan,James Jennings,Samuel Gates,Jay Montoya,Timothy Best,Vasile Tomescu,Harry Miles,Michael Gordon,Timo Varis,Michael Johnson,Ferenc Kiss,Dieter Mentzel,Mark Estrada,Steven Keller,Daniel Whitaker,Callum Davison,Michael Crawford,Joe Heath,Jose Lucero,Duncan Wood,Klaus Reindl,Karoly Molnár,Ante Jerič,Kaur Tamm,Gerard Wouters,Francois Lebon,Tyler Maughan,Billy Williams,James Dyer,Chris Roy,Charles Leonard,Ryan Hubbard,Dennis Lyons,Adam Milmo,Charles Fox,Steven Acosta,Malcolm Chambers,Jeremy Freeman,James Russell,Michael James,Michael Nash,Kyle Morales,Sean Taylor,Pedro Fuller,Craig Jackson,Gareth Bradshaw,Nicholas Taylor,Deaglan Brannelly,Ryan Duncan,Jermaine Foster,Jesse West,Mike Harris,Hans Otto,Gary Jacobson,Widodo Ramadan,Nathan Banks,Martin Simmons,Geoffrey Singh,Dennis Brown,Anthony Evans,Charles Wilson,Zak Gilmore,Josh Boyce,Luke Clark,Timothy Barrett,Blake Jones,Austin Love,Timothy Hamilton,Samuel Smith,Ethan Mann,Ethan Cox,Ray Stanley,Gareth Saunders,Daniel Wagner,David Johnston,David Ruiz,Tony Allen,Francisco Guajardo,Stephen Robinson,Kevin Roberts,Wolfgang Speer,John Lloyd,Erik Palmer,Matthew Thomas,Diogo Freitas,Feargal Hanley,Damon Peterson,David Kennedy,Dennis Smith,Mati Soosaar,Francois Landry,Klaus Winter,Anthony Reid,William Ortega,Michael Griffith,Francisco Silva,Antti Eklund,David Arreola,Nathaniel Roach,Joseph Hill,Budi Uyainah,Duane Wood,Logan Patterson,Daniel Townsend,Magnus Bruun,Charles Forde,Damian Norton,Joseph Price,Jerry Harris,Kazys Sakalauskas,Roger Green,Tom Quinn,Lewis Faulkner,Michael Jenkins,Tony Holmes,Saul Maloney,Samuel Buchanan,Jay Kim,Michael Richardson,Jon Jackson,Ryan Pacheco,Kristaps Pērkons,Sean Cobb,Jean Perreault,David Zamora,Jonathan Gomez,Stephen Miller,David Young,Paul Cormican,Andrew Newman
1_4,Standard Invitational #1,Standard Invitational #1,Andrew Collins,Elliott Phillips,Tomas Brožová,Jozsef Horváth,Vasile Tomescu,Mark Estrada,David Munoz,Travis Callahan,Joe Heath,Michael Johnson,Jesse West,Patrick Schmitz,Ryan Hubbard,Diogo Freitas,Peter Heß,Harry Miles,Samuel Gates,Zachary Patel,Manuel Manning,Randall Miller,Stephen Robinson,Adam Milmo,Mike Harris,James Frazier,Steven Keller,Michael Davis,Gareth Saunders,Ethan Mann,Dennis Lyons,Widodo Ramadan,Damon Peterson,Timothy Hamilton,Luis Arranz,Ethan Cox,Kevin Roberts,Charles Leonard,Timothy Barrett,Cole Smith,Jay Montoya,Karoly Molnár,Charles Forde,David Ruiz,Daniel Townsend,Luke Clark,Budi Uyainah,Ferenc Kiss,Nathan Banks,Joseph Price,Dieter Mentzel,Milan Paľovčík,Steven Acosta,Jermaine Foster,Adam Franco,Chris Roy,Pedro Fuller,Anthony Evans,Billy Williams,Kyle Morales,Jon Jackson,Nicholas Taylor,Gary Jacobson,Dennis Smith,Tom Quinn,Callum Davison,Anthony Reid,Aidan Reardon,Austin Love,Duncan Wood,Craig Jackson,Gerard Wouters,Daniel Whitaker,Erik Palmer,Sean Taylor,David Johnston,Malcolm Chambers,Joseph Hill,Jeffery Williams,Tony Allen,Darius Grimes,William Ortega,Josh Boyce,Feargal Hanley,Jose Lucero,Antti Eklund,Michael Crawford,Hans Otto,Martin Simmons,Kaur Tamm,Mati Soosaar,Daniel Wagner,Geoffrey Singh,Francisco Guajardo,Samuel Smith,Stephen Miller,Magnus Bruun,Jeremy Freeman,Timothy Best,Matthew Thomas,Jay Kim,Ryan Pacheco,Samuel Buchanan,Michael Richardson,James Dyer,Richard Wilkins,Blake Jones,Francisco Silva,Roger Green,David Arreola,Klaus Reindl,Deaglan Brannelly,Lewis Faulkner,Jonathan Gomez,James Jennings,Timo Varis,Ryan Duncan,Michael Gordon,Tyler Maughan,Duane Wood,Michael Griffith,James Russell,Ante Jerič,Gareth Bradshaw,Michael Nash,Francois Lebon,John Lloyd,David Kennedy,Wolfgang Speer,Kazys Sakalauskas,Sean Cobb,Michael James,Zak Gilmore,Francois Landry,Dennis Brown,David Zamora,Kristaps Pērkons,Klaus Winter,Charles Wilson,Charles Fox,Ray Stanley,Jean Perreault,Jerry Harris,Andrew Newman,Tony Holmes,Damian Norton,Paul Cormican,Nathaniel Roach,David Young,Logan Patterson,Michael Jenkins,Saul Maloney
1_5,Standard Event #3,Standard Event #3,Andrew Collins,Patrick Schmitz,Karoly Molnár,Elliott Phillips,Manuel Manning,David Ruiz,Kyle Morales,Jozsef Horváth,Michael Nash,Cole Smith,Milan Paľovčík,Timothy Best,Widodo Ramadan,Stephen Robinson,Randall Miller,Tomas Brožová,Kaur Tamm,Jose Lucero,Michael Johnson,Peter Heß,Michael Gordon,Richard Wilkins,Zachary Patel,Mati Soosaar,James Dyer,David Johnston,Feargal Hanley,Callum Davison,Luis Arranz,Jesse West,Mark Estrada,Tony Allen,Klaus Reindl,Jeremy Freeman,Kevin Roberts,Jermaine Foster,Gareth Saunders,Damon Peterson,Michael Crawford,Ferenc Kiss,Mike Harris,Jeffery Williams,Charles Fox,William Ortega,Darius Grimes,Daniel Townsend,Diogo Freitas,Craig Jackson,Samuel Gates,Timothy Hamilton,Duane Wood,Michael Richardson,Martin Simmons,Adam Franco,Chris Roy,Michael Davis,Duncan Wood,Luke Clark,Nicholas Taylor,Francois Lebon,Harry Miles,James Jennings,Adam Milmo,Timothy Barrett,Lewis Faulkner,Anthony Reid,Malcolm Chambers,Joseph Hill,David Munoz,Josh Boyce,Antti Eklund,Vasile Tomescu,Joe Heath,Anthony Evans,Travis Callahan,Timo Varis,Sean Taylor,Samuel Smith,Billy Williams,Dennis Lyons,Gareth Bradshaw,Charles Wilson,James Frazier,Jon Jackson,Francisco Guajardo,Klaus Winter,Hans Otto,David Arreola,Tom Quinn,Gary Jacobson,Geoffrey Singh,Pedro Fuller,Charles Leonard,Austin Love,Nathan Banks,Aidan Reardon,James Russell,Deaglan Brannelly,Budi Uyainah,Ethan Cox,Jean Perreault,Ryan Hubbard,Francois Landry,Roger Green,Matthew Thomas,Magnus Bruun,Ethan Mann,Tyler Maughan,Joseph Price,Steven Keller,Daniel Wagner,Ryan Pacheco,Michael Griffith,Jay Montoya,Andrew Newman,Daniel Whitaker,Kristaps Pērkons,Steven Acosta,David Zamora,Francisco Silva,Erik Palmer,Damian Norton,Zak Gilmore,Wolfgang Speer,Jerry Harris,Ante Jerič,Gerard Wouters,Dieter Mentzel,Ryan Duncan,Ray Stanley,Charles Forde,Saul Maloney,Michael James,Jay Kim,Stephen Miller,David Young,Dennis Brown,David Kennedy,Tony Holmes,Dennis Smith,Logan Patterson,Blake Jones,Samuel Buchanan,Jonathan Gomez,Sean Cobb,John Lloyd,Michael Jenkins,Kazys Sakalauskas,Nathaniel Roach,Paul Cormican
1_6,Standard Invitational #2,Standard Invitational #2,Andrew Collins,Patrick Schmitz,David Munoz,Elliott Phillips,Zachary Patel,Darius Grimes,Dennis Lyons,Luis Arranz,Luke Clark,Ethan Cox,Timothy Best,Timo Varis,Francois Lebon,Michael Davis,Damon Peterson,Vasile Tomescu,Cole Smith,Manuel Manning,Stephen Robinson,Malcolm Chambers,Ferenc Kiss,Steven Acosta,Jeffery Williams,David Ruiz,Joe Heath,Aidan Reardon,Michael Crawford,Duncan Wood,Billy Williams,Richard Wilkins,Karoly Molnár,Daniel Wagner,Mark Estrada,Kyle Morales,Milan Paľovčík,Kevin Roberts,Steven Keller,Diogo Freitas,Ryan Duncan,Klaus Reindl,David Johnston,Austin Love,Daniel Townsend,Feargal Hanley,Ryan Hubbard,Adam Franco,Pedro Fuller,Gerard Wouters,Nicholas Taylor,Jeremy Freeman,Adam Milmo,Michael Nash,Martin Simmons,Anthony Evans,Charles Leonard,Sean Taylor,Peter Heß,Craig Jackson,James Dyer,Josh Boyce,Duane Wood,Randall Miller,Dennis Smith,William Ortega,Gary Jacobson,Mike Harris,Kaur Tamm,Francois Landry,Ray Stanley,Jesse West,Ethan Mann,Francisco Silva,David Kennedy,James Frazier,Erik Palmer,Dieter Mentzel,Jozsef Horváth,Michael Gordon,Timothy Hamilton,Tomas Brožová,Mati Soosaar,David Arreola,Francisco Guajardo,Samuel Buchanan,Widodo Ramadan,Harry Miles,Michael Johnson,Travis Callahan,Joseph Price,Daniel Whitaker,Michael James,Klaus Winter,Jay Montoya,Hans Otto,Wolfgang Speer,Tyler Maughan,Jose Lucero,Logan Patterson,Samuel Smith,David Zamora,Deaglan Brannelly,Tony Allen,Nathan Banks,Blake Jones,Timothy Barrett,Samuel Gates,Sean Cobb,Jermaine Foster,Tony Holmes,Anthony Reid,James Russell,Ante Jerič,James Jennings,Callum Davison,Jay Kim,Gareth Saunders,Zak Gilmore,Stephen Miller,Charles Forde,Gareth Bradshaw,Budi Uyainah,Joseph Hill,Kristaps Pērkons,Tom Quinn,Chris Roy,Andrew Newman,Charles Wilson,Antti Eklund,Michael Griffith,Roger Green,Geoffrey Singh,Jonathan Gomez,Michael Richardson,Jon Jackson,Kazys Sakalauskas,Dennis Brown,Charles Fox,Lewis Faulkner,Saul Maloney,Jean Perreault,John Lloyd,Jerry Harris,Matthew Thomas,Paul Cormican,Ryan Pacheco,Damian Norton,Magnus Bruun,David Young,Michael Jenkins,Nathaniel Roach
1_7,Standard Event #4,Standard Event #4,Randall Miller,David Munoz,Darius Grimes,Jozsef Horváth,Vasile Tomescu,Patrick Schmitz,Josh Boyce,Kevin Roberts,Timo Varis,Andrew Collins,Billy Williams,Timothy Best,Milan Paľovčík,Nathan Banks,Francisco Silva,Dieter Mentzel,Austin Love,Anthony Reid,Elliott Phillips,Tomas Brožová,Ethan Mann,Ethan Cox,Kyle Morales,Luis Arranz,Adam Franco,Daniel Whitaker,Timothy Hamilton,Erik Palmer,Damon Peterson,Jay Montoya,Michael Gordon,Diogo Freitas,Michael Davis,Antti Eklund,Karoly Molnár,Harry Miles,Aidan Reardon,Jermaine Foster,Anthony Evans,David Arreola,Jesse West,Ryan Duncan,Ferenc Kiss,Martin Simmons,Gary Jacobson,Luke Clark,Mike Harris,James Russell,Duncan Wood,Daniel Wagner,Deaglan Brannelly,Francois Landry,Budi Uyainah,William Ortega,Duane Wood,Jon Jackson,Pedro Fuller,Adam Milmo,Ante Jerič,Mark Estrada,Hans Otto,Jose Lucero,Matthew Thomas,Michael Richardson,Samuel Smith,Peter Heß,Stephen Robinson,David Johnston,Dennis Lyons,Michael Johnson,Kaur Tamm,Ray Stanley,Michael James,Joe Heath,Gareth Saunders,Manuel Manning,Francisco Guajardo,Jeffery Williams,Tyler Maughan,James Jennings,Nicholas Taylor,James Frazier,Charles Fox,Zachary Patel,James Dyer,Steven Acosta,Sean Taylor,Mati Soosaar,Dennis Smith,Widodo Ramadan,Feargal Hanley,Jeremy Freeman,Michael Griffith,Charles Leonard,Craig Jackson,Tony Allen,Kazys Sakalauskas,Callum Davison,Gerard Wouters,David Ruiz,Cole Smith,Ryan Pacheco,Jerry Harris,Travis Callahan,Ryan Hubbard,Joseph Hill,Francois Lebon,Daniel Townsend,Charles Wilson,Richard Wilkins,Damian Norton,David Young,Malcolm Chambers,Steven Keller,Gareth Bradshaw,Samuel Gates,Tom Quinn,Joseph Price,Logan Patterson,Michael Crawford,Roger Green,Michael Nash,Kristaps Pērkons,Zak Gilmore,Tony Holmes,Klaus Reindl,Jay Kim,Jean Perreault,Chris Roy,Magnus Bruun,Charles Forde,David Kennedy,Geoffrey Singh,Lewis Faulkner,Stephen Miller,Samuel Buchanan,Klaus Winter,Wolfgang Speer,Timothy Barrett,John Lloyd,Blake Jones,Dennis Brown,Nathaniel Roach,Jonathan Gomez,Michael Jenkins,Andrew Newman,Sean Cobb,David Zamora,Saul Maloney,Paul Cormican
1_8,Standard Event #5,Standard Event #5,Andrew Collins,David Munoz,Tomas Brožová,Jozsef Horváth,Manuel Manning,Elliott Phillips,Michael Davis,Jermaine Foster,Patrick Schmitz,James Dyer,Jesse West,Luis Arranz,Randall Miller,Mati Soosaar,Kaur Tamm,Austin Love,Jeffery Williams,Darius Grimes,Peter Heß,Gareth Saunders,Duane Wood,Nicholas Taylor,Luke Clark,Michael Johnson,Steven Keller,Ferenc Kiss,Daniel Whitaker,Francois Lebon,William Ortega,Richard Wilkins,Billy Williams,Martin Simmons,Diogo Freitas,Jeremy Freeman,Milan Paľovčík,Ryan Duncan,Widodo Ramadan,Callum Davison,Samuel Gates,James Jennings,Jay Montoya,Nathan Banks,Charles Leonard,Hans Otto,Vasile Tomescu,Dennis Lyons,Travis Callahan,Dieter Mentzel,Daniel Wagner,Sean Taylor,Deaglan Brannelly,Zachary Patel,Charles Fox,Cole Smith,Ethan Mann,David Kennedy,Anthony Reid,Adam Milmo,Malcolm Chambers,Harry Miles,Mark Estrada,Josh Boyce,Steven Acosta,Timothy Best,Stephen Robinson,Francisco Silva,Tyler Maughan,Ryan Hubbard,Timothy Hamilton,Karoly Molnár,Wolfgang Speer,Tony Allen,Kyle Morales,Michael Nash,Michael Gordon,Timo Varis,Budi Uyainah,Anthony Evans,Jean Perreault,Ethan Cox,David Ruiz,Adam Franco,Samuel Smith,Michael Richardson,Magnus Bruun,Craig Jackson,Jay Kim,Duncan Wood,Klaus Reindl,Stephen Miller,Jose Lucero,Joe Heath,Michael Crawford,Joseph Hill,Aidan Reardon,Mike Harris,Klaus Winter,Ryan Pacheco,James Frazier,Damon Peterson,Sean Cobb,David Arreola,Francisco Guajardo,Daniel Townsend,Ante Jerič,Kevin Roberts,Gary Jacobson,Antti Eklund,David Johnston,Kristaps Pērkons,Joseph Price,Jon Jackson,Tom Quinn,David Zamora,Roger Green,Zak Gilmore,Samuel Buchanan,Michael James,Erik Palmer,Tony Holmes,Timothy Barrett,James Russell,Jonathan Gomez,Chris Roy,Dennis Brown,Charles Wilson,Gerard Wouters,Michael Griffith,David Young,Ray Stanley,Francois Landry,Feargal Hanley,Pedro Fuller,Charles Forde,Gareth Bradshaw,Geoffrey Singh,Blake Jones,Michael Jenkins,Paul Cormican,Andrew Newman,Lewis Faulkner,Dennis Smith,Logan Patterson,John Lloyd,Jerry Harris,Damian Norton,Matthew Thomas,Kazys Sakalauskas,Saul Maloney,Nathaniel Roach
1_9,Signature Event #2,Signature Event #2,Jozsef Horváth,Elliott Phillips,Dennis Lyons,Jesse West,Patrick Schmitz,Cole Smith,William Ortega,Joe Heath,Duane Wood,Harry Miles,Gareth Saunders,Damon Peterson,Michael Nash,Andrew Collins,Stephen Robinson,Michael Johnson,Luis Arranz,Billy Williams,James Dyer,Tomas Brožová,Kyle Morales,Zachary Patel,Timothy Hamilton,Widodo Ramadan,Klaus Reindl,Mati Soosaar,Ryan Hubbard,Richard Wilkins,Kaur Tamm,Mark Estrada,Milan Paľovčík,David Ruiz,Josh Boyce,Daniel Wagner,Martin Simmons,Gary Jacobson,Malcolm Chambers,Ferenc Kiss,Vasile Tomescu,James Jennings,Timothy Barrett,David Johnston,Francois Lebon,Anthony Evans,Michael Crawford,Craig Jackson,David Munoz,Hans Otto,Aidan Reardon,Timo Varis,Adam Milmo,Charles Leonard,Michael James,Ryan Duncan,Jay Montoya,Francisco Guajardo,Adam Franco,Luke Clark,David Arreola,Peter Heß,Ethan Cox,Tyler Maughan,Darius Grimes,Gerard Wouters,James Frazier,Samuel Gates,David Zamora,Karoly Molnár,Jay Kim,Timothy Best,Charles Fox,Kevin Roberts,Michael Griffith,Randall Miller,Diogo Freitas,Chris Roy,Manuel Manning,Duncan Wood,Francois Landry,Jean Perreault,David Kennedy,Tony Allen,Dennis Smith,Dieter Mentzel,Sean Taylor,Michael Davis,Austin Love,Antti Eklund,Stephen Miller,Joseph Price,Charles Wilson,Jeffery Williams,Nicholas Taylor,Jerry Harris,Deaglan Brannelly,Jermaine Foster,Steven Acosta,Anthony Reid,Ethan Mann,Pedro Fuller,Nathan Banks,Francisco Silva,Magnus Bruun,Travis Callahan,Jose Lucero,Daniel Whitaker,Gareth Bradshaw,Ryan Pacheco,Dennis Brown,Steven Keller,Jonathan Gomez,Jeremy Freeman,Tony Holmes,Mike Harris,Kazys Sakalauskas,Daniel Townsend,Erik Palmer,Feargal Hanley,Michael Gordon,Ray Stanley,Lewis Faulkner,Callum Davison,Ante Jerič,Tom Quinn,Roger Green,Wolfgang Speer,Joseph Hill,Budi Uyainah,Charles Forde,Michael Jenkins,Nathaniel Roach,Kristaps Pērkons,Logan Patterson,Damian Norton,Zak Gilmore,Samuel Buchanan,Jon Jackson,Michael Richardson,Klaus Winter,James Russell,John Lloyd,Sean Cobb,Samuel Smith,Matthew Thomas,Geoffrey Singh,Blake Jones,David Young,Saul Maloney,Andrew Newman,Paul Cormican
1_10,Mini Major,Continental Championship,Jozsef Horváth,Nicholas Taylor,David Ruiz,Milan Paľovčík,Jeffery Williams,Manuel Manning,Billy Williams,Martin Simmons,Andrew Collins,Jay Montoya,Elliott Phillips,Jermaine Foster,Cole Smith,Travis Callahan,Kyle Morales,Anthony Reid,Klaus Reindl,Kaur Tamm,James Dyer,Patrick Schmitz,Josh Boyce,Deaglan Brannelly,Randall Miller,Austin Love,David Arreola,Mark Estrada,William Ortega,Ryan Hubbard,Joe Heath,Sean Taylor,Francois Landry,Feargal Hanley,Richard Wilkins,Samuel Gates,Adam Milmo,Karoly Molnár,Michael Johnson,Mike Harris,Michael Davis,Duncan Wood,Tyler Maughan,Ante Jerič,Roger Green,Steven Keller,James Frazier,Kevin Roberts,Pedro Fuller,Hans Otto,Tony Allen,David Munoz,Dennis Lyons,Lewis Faulkner,Vasile Tomescu,Diogo Freitas,Anthony Evans,Joseph Hill,Francisco Silva,Jeremy Freeman,Harry Miles,Dieter Mentzel,Jesse West,Ethan Cox,James Russell,Nathan Banks,Stephen Robinson,Michael Crawford,Michael Richardson,Charles Wilson,Zachary Patel,Darius Grimes,Luis Arranz,Peter Heß,Michael James,James Jennings,Gary Jacobson,Timothy Best,Dennis Smith,Malcolm Chambers,Budi Uyainah,Charles Forde,Gareth Saunders,Gerard Wouters,Jon Jackson,Timo Varis,Callum Davison,Tomas Brožová,Mati Soosaar,Steven Acosta,Adam Franco,Michael Gordon,Luke Clark,Jonathan Gomez,Craig Jackson,Michael Nash,Matthew Thomas,Charles Leonard,Aidan Reardon,Zak Gilmore,Damon Peterson,Francisco Guajardo,Kristaps Pērkons,Daniel Whitaker,Jose Lucero,Ray Stanley,Samuel Buchanan,David Johnston,Duane Wood,Francois Lebon,Ferenc Kiss,Samuel Smith,Dennis Brown,Tom Quinn,Antti Eklund,Chris Roy,Timothy Hamilton,Widodo Ramadan,Jay Kim,Daniel Wagner,Ryan Duncan,Erik Palmer,David Kennedy,Timothy Barrett,Kazys Sakalauskas,Daniel Townsend,Geoffrey Singh,Sean Cobb,Michael Griffith,Blake Jones,Tony Holmes,Jean Perreault,Magnus Bruun,Wolfgang Speer,Paul Cormican,Klaus Winter,Joseph Price,Ethan Mann,Gareth Bradshaw,Charles Fox,Jerry Harris,Stephen Miller,Ryan Pacheco,Nathaniel Roach,David Zamora,Damian Norton,David Young,Logan Patterson,John Lloyd,Saul Maloney,Andrew Newman,Michael Jenkins
