id,name,age,nationality,driving_power,driving_accuracy,approach_accuracy,short_game,putting,composure,confidence,focus,risk_tolerance,mental_fatigue,consistency,resilience,current_status,introduction_season
2251,Robin Abbott S8,20,England,37.975839856548,89.4232762174958,42.0854069957895,88.5117281357697,38.4391720315393,83.3737220317755,77.7026384174955,79.2403924957074,71.4806234259848,42.3580827281285,42.9612098233061,30.30261952158,active,8
2252,Brandon Morales S8,22,USA,94.2938109116811,38.4795736853812,91.6823187668596,68.2691930515986,76.9604829679799,35.7646951258634,63.3385838696314,73.7788957579104,45.9822962306909,87.4908133761211,40.1828088221553,91.7913788546838,active,8
2253,Bruce Thomas S8,21,USA,53.1880274434224,41.901512449301,81.6196908487975,52.2988940467251,50.1841989199002,81.4349043889673,81.9528925115647,93.4724829840177,21.0060382682568,44.2706229870339,44.2722432297578,66.2911858141213,active,8
2254,Richard Lindsey S8,19,USA,49.0384367339437,40.2164481192776,74.9925012373643,85.0648033531733,42.0599572320754,77.7637345497782,62.5412391730999,62.7155443028928,26.6563929433937,47.4365560526523,42.0683980146368,94.7207973889219,active,8
2255,Jason Roberson S8,21,USA,91.9581469694218,50.6314952060427,41.2751781957993,77.9444318344236,81.4348128369457,44.480694736469,40.1675368309092,73.8901020986363,49.264294524403,91.4279607184518,62.0810496191518,62.5355823591209,active,8
2256,Richard Young S8,19,USA,34.2371683877624,58.0011670953618,91.9910737768321,48.3052197294956,93.2665299089213,38.1943527372626,46.5330158660582,81.1836819410383,40.0107660472848,38.0385597594414,83.8954597454184,53.8849456256355,active,8
2257,Colton Hammond S8,20,USA,73.5588380941039,83.2288261068013,57.7262771347823,78.1374582351814,94.6809269310812,52.4159276038304,49.5140981851937,51.7194159713422,76.9577827315679,44.962565782044,92.5920420796311,58.3872482247316,active,8
2258,Colin Williams S8,21,USA,62.4507902821806,70.7566419439723,51.6369799941679,37.4135104003533,43.4755199946221,71.3518624548881,77.4951406874353,30.7168398801167,76.9554590974094,46.0658787476978,76.6370689933869,92.662522552396,active,8
2259,Eric Welch S8,21,USA,63.9218586143074,94.5921132612461,88.8582702962604,76.3588242413927,90.7885305888656,82.3971121473194,85.23739964193,52.9132481338219,63.5316343235817,44.2680722864864,78.7189418987378,87.0607525669225,active,8
2260,Frank Fellner S8,21,Austria,85.4914859477917,41.9456569696677,66.3260246194784,40.4663614228977,50.1460938600563,39.4360823433012,54.8510686823953,49.047391795965,40.3416653378189,33.7172229668106,85.391140938492,44.3624200809256,active,8
2261,Roberto Pedrero S8,22,Spain,65.5022720727839,33.3493642679841,94.6546667233676,33.800252374536,38.9895308438045,55.8163422908462,41.0701545533626,66.1754481338018,83.3963485368733,93.7580242884577,74.2710122769875,34.4754200735022,active,8
2262,Jermaine Hodges S8,19,USA,31.5861887270398,56.3064398341907,87.8984899458721,30.6068511376661,36.823979545861,75.0723716952444,48.3486128825417,70.2322825813444,44.9068436504255,48.8656406085963,71.4660728237516,63.3580379169276,active,8
2263,Steven Gore S8,22,New Zealand,87.5262229684544,61.726368987096,45.8544212516153,35.1786809346801,71.6773391293444,55.5589919745519,53.8694564120901,89.8137041676429,40.9360465367128,88.3237687960551,63.2707846931728,81.3985659817502,active,8
2264,Shota Suzuki S8,19,Japan,66.4597195988683,49.6072308434585,51.9932931785878,67.5548108981828,78.4600625715114,46.4837266688624,43.212359629508,86.9173501454604,56.8372964440751,87.3463169639306,66.0377759272802,47.6067876366427,active,8
2265,Andre Carson S8,20,USA,72.4372690456009,93.2472092843862,50.272015680786,31.3805221942569,58.9153699075428,30.8033705856277,86.3466050654368,85.3161650505557,84.7168788904789,46.5934440455078,31.8290591530791,67.0090375048471,active,8
2266,Dieter Losekann S8,19,Germany,50.5950124068745,88.6498291900505,56.1106463042709,69.6219181448071,44.4312994696707,55.0062147277418,61.1800853787903,91.1620380141065,78.7710355716399,60.9126278493261,59.3091370337261,79.2757348968572,active,8
2267,Joshua Lee S8,22,USA,93.9603522457148,77.2592706348694,67.4824237186748,47.61542006256,77.688301376472,56.5582990722518,77.8169847563484,56.3019678215519,50.9237118407308,60.5876387401373,46.0785788304165,87.2175814634584,active,8
2268,Roberto Harris S8,21,Philippines,75.0433048024754,47.2325013418709,68.8265969889011,87.7318607742399,33.8869215370189,64.3939305446349,53.7291342653934,35.6694305809464,27.6090127443913,57.8860354909403,55.8373168612382,36.2812070880216,active,8
2269,Raymond Cline S8,20,USA,32.8953515804708,41.8328657312637,37.2847765482565,79.2035240906607,87.0155518728124,30.6586591196934,86.9166079910328,42.5504169591095,39.5025654996629,61.7496806807114,71.5526739095622,37.0017683669449,active,8
2270,Macauley McCluskey S8,20,Ireland,89.5500621774353,73.7378243562966,70.9068488466136,73.9370983537425,41.9378273473898,83.043738404427,50.5772382952357,64.5261498013378,75.4585723183175,73.6973425850348,70.3901269130603,92.7622675268384,active,8
2271,Kaito Ito S8,22,Japan,35.1012066081967,45.4598413247941,91.6556588623609,94.4476919394822,58.4438300124946,39.3475083251698,63.7316113892284,62.0466199309633,35.424085819886,49.4037042000515,50.3001521751936,36.0178365332085,active,8
2272,David Garcia S8,22,USA,57.304643005989,84.1127411741906,76.0929768763989,35.4598619024814,93.1165430047976,62.8980780887836,56.1915489036023,67.5611849834971,48.9071497750407,62.6764985610445,51.3876174617755,40.8641321038897,active,8
2273,Michael Hunter S8,19,USA,46.2466848460789,36.5661302068275,31.6044586056919,38.048329852961,36.997459481499,87.1208349376512,63.8767284456601,51.1569942454473,32.4088337688281,38.4308598557578,59.141561227269,46.3904945563447,active,8
2274,Andreas Weinhage S8,19,Germany,71.3510068697284,78.5821379972616,86.5129962525565,80.4631085265061,86.5026116725773,72.2755215704075,43.6316272763529,33.3586958096194,27.2850152311484,75.1362585971829,83.9791383819092,84.7260152984013,active,8
2275,Ivan Kumer S8,19,Slovenia,79.4453721474283,30.6945370895411,89.6252911034852,62.7094584469464,47.8541497106074,71.7763862827142,82.2028373433142,31.5657683700489,51.8503178074346,57.2103625673875,72.2514696624202,69.1997543598217,active,8
2276,Kari Lehtimäki S8,22,Finland,61.5942176015752,80.1122445396897,73.0436327268951,33.2158293449811,45.110933551273,87.4264560068468,46.9073356189418,67.3069626969438,29.303123252011,47.6071776560133,71.0515333593895,62.8311897442559,active,8
2277,Anthony Cruz S8,21,USA,93.2410293704198,31.5569574608787,93.611928141506,41.7246944116581,90.0152135628228,47.9086696474055,49.1463236870111,53.8783081687861,23.6950412652136,56.5342035681261,33.4556940333149,57.0220377881587,active,8
2278,Eric Hardy S8,21,USA,92.253035593868,37.2910731149731,33.3082193515731,85.9344291372668,65.214078698194,83.0315195898718,82.8531984668117,49.2277426417794,58.5862216755782,59.0636249445223,35.585158165934,38.9283211309118,active,8
2279,Luke Jensen S8,22,USA,87.0324270230073,78.1393334637263,30.8666272940576,85.4158789075039,60.2381780646828,57.4014297301349,86.7939001926052,36.7876101116085,26.5898899506943,66.2153069133198,50.5093357638045,36.9914448190879,active,8
2280,Casey Bryant S8,21,USA,37.9770344116563,91.3536101009912,52.748537328696,57.8261376914813,66.161442053576,73.5126690806499,48.2725793750312,33.5147294161049,34.0725096743185,54.1358176820273,49.0280144642242,54.8891549731773,active,8
2281,Anthony Barnes S8,20,New Zealand,71.8711504320156,34.3383622441824,43.467688751265,91.3524124951638,80.9764650371352,60.3423301536036,47.975562430495,79.9976041760891,59.5316590073356,90.7834800093373,88.2397571294022,53.0794186958027,active,8
2282,Johnny Hanna S8,19,Ireland,82.2774945251114,31.5909665362218,79.5228682766384,93.0678891759856,62.059477551181,43.3351542976231,84.7916109089449,81.3084690718023,46.5194322821711,75.1643160749129,79.3882574619443,61.225703864036,active,8
2283,Derek Jones S8,22,South Africa,81.5577397392732,93.6352113399893,72.2485280981122,61.9340036933543,36.2525043666205,60.7437824090646,66.9690600404623,52.4867028846648,67.508757807502,30.6104177078017,91.7134497853554,35.5933042558199,active,8
2284,Simon Kemp S8,20,England,34.895896847563,75.7704147615145,31.3889585743745,72.8581685645195,66.8398290770932,54.0551735990115,72.0553504889847,62.5805655023935,65.6204532357414,72.3934622696207,61.3370039248198,69.8328018051917,active,8
2285,Brian Mendoza S8,22,USA,72.3638189237121,46.3894687810694,80.7427101668034,67.310790498247,59.7320406504799,57.8696757051961,42.0292757694633,59.531530260644,66.4948600285097,53.7677622591116,52.355869039526,52.1574561795484,active,8
2286,Allen Freeman S8,22,USA,31.8652081033561,88.8193318603432,93.622090978052,34.2412309913625,43.2081680080088,70.7402367698445,72.0383436945174,65.3122128966983,36.9454584066245,60.9334556824435,89.3834261011153,65.8034689328818,active,8
2287,Lee Smith S8,19,USA,78.0940046287458,48.1531600079351,54.8703053790461,31.4621002950957,35.2230453136141,35.5514917453919,55.1786084017559,51.3155854792205,84.7594312922925,73.0760038926784,45.5660541604382,93.0589802791547,active,8
