season_event,event_type,event_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
8_1,Signature Event #1,Signature Event #1,Russell Warner,Vasile Tomescu,Eric Welch,Mark Estrada,Luis Arranz,Michael Davis,Patrick Schmitz,Anthony Gaines,Peter Steiger,Terence Heaney,Constantin Stănescu,David Johnston,Jeffery Williams,Anthony Barnes,Juan Gaytán,Bjorn Kjóisdóttir,Leslie Moore,Michael Johnson,Eric Hardy,Pavel Čermák,Diogo Freitas,Craig Smith,Terry Nguyen,Kevin Kent,Bryan Washington,Antanas Žukauskas,Mark Perry,David Morris,Darrell Baker,Juan Bird,Clive Smith,Ryan Hubbard,Aaron Doyle,Elliott Phillips,Christian Henry,Sean Taylor,Joe Heath,Andrew Collins,Derek Jones,Jozsef Horváth,Travis Callahan,David Garcia,Brandon Baker,Timo Varis,Stephen Johnson,Duncan Wood,Ethan Cox,Jose Lucero,Conor Lee,Jason Clark,Daniel Whitaker,Jason Roberson,Milan Paľovčík,Jesse West,Zachary Patel,Brandon Morales,Darius Grimes,Brian Mendoza,Philip Hall,Christian Henry,Callum Davison,Frank Miller,Allen Freeman,Michael Russell,Colton Hammond,Luke Clark,Steven Keller,Jermaine Montgomery,Adam Franco,Timothy Hamilton,Francisco Guajardo,Randall Miller,Bruce Thomas,Kaur Tamm,Kari Lehtimäki,Tomas Brožová,Nathan Banks,Elliot Holmes,Mariusz Machowicz,Christopher Dudley,Martin Simmons,David Munoz,Michael Crawford,Constantin Albu,Harry Miles,Jeremy Freeman,Josh Boyce,Macauley McCluskey,James Jennings,Tyler Maughan,Kyle Morales,Kaito Ito,Kevin Hensley,Richard Lindsey,Chad Jones,William Ortega,Aidan Reardon,Cody McGahey,James Dennis,Simon Kemp,Anders Thomsen,Steven Gore,Jermaine Hodges,Joshua Lee,Oliver Smith,Anthony Reid,John Krause,Andreas Weinhage,Adam Milmo,Damon Peterson,Richard Young,Roberto Pedrero,Karoly Molnár,Trevor Booker,Robin Abbott,Ante Jerič,Dennis Lyons,Johnny Hanna,Michael Gordon,Manuel Manning,Craig Jackson,Patrick Bennett,Ivan Kumer,Abdul Shaw,Michael Jäkel,Shane Harris,Billy Williams,Shota Suzuki,Daniel Rios,Mikael Ekholm,Charles Leonard,Stephen Schwartz,Anthony Cruz,Vu Trần,Stjepan Kuhar,Michael Wells,Andre Carson,Dillon Stanley,Roberto Harris,Frank Fellner,Colin Williams,Cristian Salazar,Casey Bryant,Raymond Cline,Peter Campbell,Luke Jensen,Dieter Losekann,Lee Smith,Erik Persson,Michael Hunter
8_2,Standard Event #2,Standard Event #2,Christian Henry,Aidan Reardon,Kaur Tamm,Kevin Kent,Juan Bird,David Munoz,Luis Arranz,Elliot Holmes,Randall Miller,Eric Welch,Sean Taylor,Frank Miller,Manuel Manning,Macauley McCluskey,Joshua Lee,Peter Steiger,Martin Simmons,Adam Milmo,Bjorn Kjóisdóttir,David Morris,Antanas Žukauskas,Michael Crawford,Cody McGahey,Travis Callahan,Michael Jäkel,Diogo Freitas,Ethan Cox,Jason Clark,Karoly Molnár,Kaito Ito,Jeremy Freeman,Billy Williams,Patrick Schmitz,Abdul Shaw,Zachary Patel,Leslie Moore,Christopher Dudley,Clive Smith,Michael Gordon,Joe Heath,Jozsef Horváth,Elliott Phillips,Allen Freeman,Philip Hall,Anthony Reid,Craig Smith,Callum Davison,Luke Clark,Daniel Rios,Aaron Doyle,Ivan Kumer,Milan Paľovčík,Mark Perry,Bruce Thomas,Damon Peterson,Adam Franco,Jose Lucero,David Garcia,Constantin Stănescu,Anthony Barnes,Terence Heaney,Charles Leonard,Michael Davis,Vasile Tomescu,Russell Warner,Francisco Guajardo,Michael Wells,Conor Lee,Mark Estrada,Michael Russell,Vu Trần,Ante Jerič,Anthony Gaines,Eric Hardy,Constantin Albu,Chad Jones,Luke Jensen,James Jennings,Anthony Cruz,Steven Keller,Timothy Hamilton,Harry Miles,John Krause,Shane Harris,Daniel Whitaker,Dillon Stanley,Nathan Banks,Oliver Smith,Kyle Morales,Juan Gaytán,Darius Grimes,Bryan Washington,Jermaine Montgomery,Pavel Čermák,Erik Persson,Dennis Lyons,Simon Kemp,Stephen Schwartz,Johnny Hanna,Stephen Johnson,Jeffery Williams,Christian Henry,Kevin Hensley,Jesse West,Brandon Morales,Richard Lindsey,Colton Hammond,Mikael Ekholm,Darrell Baker,Terry Nguyen,Raymond Cline,William Ortega,Anders Thomsen,Roberto Pedrero,David Johnston,Shota Suzuki,Roberto Harris,Richard Young,Michael Johnson,Josh Boyce,Dieter Losekann,James Dennis,Duncan Wood,Brandon Baker,Andre Carson,Tomas Brožová,Andrew Collins,Kari Lehtimäki,Steven Gore,Ryan Hubbard,Patrick Bennett,Mariusz Machowicz,Craig Jackson,Jermaine Hodges,Tyler Maughan,Lee Smith,Andreas Weinhage,Frank Fellner,Jason Roberson,Trevor Booker,Derek Jones,Robin Abbott,Peter Campbell,Cristian Salazar,Timo Varis,Stjepan Kuhar,Colin Williams,Casey Bryant,Brian Mendoza,Michael Hunter
8_3,Standard Invitational #1,Standard Invitational #1,Conor Lee,Michael Gordon,Ryan Hubbard,Billy Williams,Peter Steiger,Oliver Smith,Charles Leonard,Colton Hammond,Martin Simmons,Joe Heath,Jose Lucero,Aidan Reardon,Eric Welch,Kevin Hensley,David Garcia,Kaur Tamm,Mikael Ekholm,Zachary Patel,David Johnston,Tyler Maughan,Randall Miller,Karoly Molnár,Kari Lehtimäki,Jesse West,Colin Williams,Anders Thomsen,Christian Henry,Juan Bird,Mark Estrada,Michael Crawford,Dennis Lyons,Patrick Bennett,Jeremy Freeman,Bjorn Kjóisdóttir,Patrick Schmitz,James Dennis,Antanas Žukauskas,Russell Warner,Andreas Weinhage,Roberto Pedrero,Eric Hardy,Constantin Albu,Richard Young,Luke Clark,Vasile Tomescu,Cristian Salazar,Daniel Whitaker,Philip Hall,Constantin Stănescu,Bryan Washington,Anthony Gaines,Ante Jerič,Trevor Booker,Darius Grimes,Chad Jones,Travis Callahan,Mariusz Machowicz,Anthony Reid,Stephen Johnson,Dillon Stanley,William Ortega,Simon Kemp,Adam Milmo,Terence Heaney,Timo Varis,Jermaine Montgomery,Kyle Morales,Ethan Cox,Leslie Moore,Brandon Baker,Shota Suzuki,Aaron Doyle,Macauley McCluskey,Steven Keller,Harry Miles,Nathan Banks,Duncan Wood,Frank Fellner,Erik Persson,Brandon Morales,Derek Jones,Terry Nguyen,Michael Davis,Michael Wells,Cody McGahey,Luis Arranz,Sean Taylor,John Krause,Andrew Collins,Juan Gaytán,Shane Harris,Timothy Hamilton,Richard Lindsey,Kevin Kent,Francisco Guajardo,Elliot Holmes,Michael Russell,David Munoz,Craig Smith,Andre Carson,Clive Smith,Jeffery Williams,Darrell Baker,Pavel Čermák,Daniel Rios,Diogo Freitas,Adam Franco,Jason Clark,Frank Miller,Michael Jäkel,Stephen Schwartz,Peter Campbell,Callum Davison,Christian Henry,Josh Boyce,Christopher Dudley,Joshua Lee,Brian Mendoza,Tomas Brožová,Craig Jackson,Michael Johnson,Kaito Ito,David Morris,Manuel Manning,Damon Peterson,Vu Trần,Jozsef Horváth,Allen Freeman,Abdul Shaw,Luke Jensen,Johnny Hanna,Steven Gore,Dieter Losekann,Mark Perry,Ivan Kumer,Elliott Phillips,Milan Paľovčík,Anthony Cruz,Jermaine Hodges,James Jennings,Robin Abbott,Lee Smith,Roberto Harris,Bruce Thomas,Jason Roberson,Raymond Cline,Stjepan Kuhar,Anthony Barnes,Michael Hunter,Casey Bryant
8_4,Standard Event #4,Standard Event #4,Abdul Shaw,Diogo Freitas,Sean Taylor,Luke Clark,Nathan Banks,Charles Leonard,Francisco Guajardo,Kaur Tamm,Philip Hall,Manuel Manning,Josh Boyce,Craig Smith,Leslie Moore,Michael Gordon,Eric Welch,Anthony Reid,Daniel Rios,Elliott Phillips,Tyler Maughan,Daniel Whitaker,Zachary Patel,Michael Johnson,Dillon Stanley,Pavel Čermák,Oliver Smith,Andreas Weinhage,Juan Gaytán,Darius Grimes,Mariusz Machowicz,Mark Perry,Ethan Cox,John Krause,Dieter Losekann,Kevin Kent,Randall Miller,Patrick Bennett,Michael Wells,Richard Young,Patrick Schmitz,Steven Keller,Jeffery Williams,Mark Estrada,Stephen Schwartz,William Ortega,Bjorn Kjóisdóttir,Chad Jones,Luis Arranz,Christian Henry,Peter Steiger,Mikael Ekholm,David Johnston,Tomas Brožová,Brandon Baker,Aidan Reardon,Frank Miller,Christian Henry,David Munoz,Duncan Wood,Michael Davis,Andrew Collins,Timothy Hamilton,Ivan Kumer,Jose Lucero,Colton Hammond,Martin Simmons,Raymond Cline,Jason Clark,James Jennings,Vasile Tomescu,Ryan Hubbard,Casey Bryant,Michael Jäkel,Damon Peterson,Russell Warner,Jozsef Horváth,Adam Milmo,David Garcia,Shane Harris,Derek Jones,David Morris,Anthony Gaines,Juan Bird,Kari Lehtimäki,Anders Thomsen,Callum Davison,Constantin Stănescu,Terence Heaney,Brandon Morales,Jason Roberson,Andre Carson,Colin Williams,Kevin Hensley,Jesse West,Robin Abbott,Jermaine Hodges,Craig Jackson,Kyle Morales,Richard Lindsey,Steven Gore,Adam Franco,Antanas Žukauskas,Travis Callahan,Michael Crawford,Luke Jensen,Stjepan Kuhar,Terry Nguyen,James Dennis,Macauley McCluskey,Timo Varis,Roberto Pedrero,Michael Russell,Trevor Booker,Constantin Albu,Stephen Johnson,Cristian Salazar,Clive Smith,Aaron Doyle,Dennis Lyons,Harry Miles,Jeremy Freeman,Bryan Washington,Billy Williams,Milan Paľovčík,Roberto Harris,Karoly Molnár,Shota Suzuki,Joe Heath,Ante Jerič,Lee Smith,Elliot Holmes,Cody McGahey,Jermaine Montgomery,Bruce Thomas,Christopher Dudley,Brian Mendoza,Eric Hardy,Johnny Hanna,Frank Fellner,Vu Trần,Michael Hunter,Anthony Barnes,Darrell Baker,Conor Lee,Joshua Lee,Peter Campbell,Erik Persson,Anthony Cruz,Simon Kemp,Allen Freeman,Kaito Ito
8_5,Standard Event #3,Standard Event #3,Aidan Reardon,Damon Peterson,Anthony Reid,Bjorn Kjóisdóttir,Milan Paľovčík,Conor Lee,Peter Steiger,Kevin Kent,Travis Callahan,Patrick Bennett,John Krause,Dillon Stanley,Randall Miller,Callum Davison,Shane Harris,Stephen Schwartz,Sean Taylor,Francisco Guajardo,Craig Smith,Mariusz Machowicz,Antanas Žukauskas,Cody McGahey,Michael Jäkel,Tyler Maughan,Michael Johnson,Kaur Tamm,Diogo Freitas,Anders Thomsen,William Ortega,Joshua Lee,Vasile Tomescu,Macauley McCluskey,Tomas Brožová,Eric Welch,Juan Bird,Brandon Baker,Adam Franco,Harry Miles,Zachary Patel,Leslie Moore,Frank Miller,Adam Milmo,Ethan Cox,Daniel Whitaker,David Morris,Darrell Baker,Timothy Hamilton,Bruce Thomas,Patrick Schmitz,Anthony Gaines,Bryan Washington,Darius Grimes,Vu Trần,Ante Jerič,Luke Clark,Chad Jones,Cristian Salazar,Roberto Harris,Dieter Losekann,Juan Gaytán,Ivan Kumer,Pavel Čermák,Craig Jackson,Russell Warner,Kaito Ito,Constantin Stănescu,Steven Gore,Karoly Molnár,Daniel Rios,Martin Simmons,Jozsef Horváth,Manuel Manning,Jose Lucero,Eric Hardy,Andreas Weinhage,Michael Gordon,Terence Heaney,Brandon Morales,Luke Jensen,Mikael Ekholm,Michael Russell,Terry Nguyen,Christian Henry,Casey Bryant,Billy Williams,Lee Smith,Michael Davis,Stephen Johnson,Joe Heath,David Munoz,Constantin Albu,Jeremy Freeman,Peter Campbell,Dennis Lyons,Nathan Banks,Kari Lehtimäki,Kyle Morales,Charles Leonard,Mark Estrada,Josh Boyce,Jesse West,Raymond Cline,Robin Abbott,Aaron Doyle,Richard Lindsey,Anthony Barnes,Johnny Hanna,Kevin Hensley,Jeffery Williams,Elliott Phillips,Trevor Booker,Abdul Shaw,Richard Young,Michael Crawford,Michael Wells,Christian Henry,Elliot Holmes,Luis Arranz,Allen Freeman,David Johnston,Shota Suzuki,Jermaine Montgomery,Jason Clark,Timo Varis,Ryan Hubbard,Mark Perry,Andrew Collins,Clive Smith,Steven Keller,Duncan Wood,David Garcia,James Dennis,Christopher Dudley,Derek Jones,Simon Kemp,Erik Persson,Anthony Cruz,James Jennings,Brian Mendoza,Philip Hall,Oliver Smith,Colton Hammond,Frank Fellner,Andre Carson,Jason Roberson,Stjepan Kuhar,Colin Williams,Jermaine Hodges,Roberto Pedrero,Michael Hunter
8_6,Standard Event #6,Standard Event #6,Kevin Kent,Mark Estrada,Jeffery Williams,Oliver Smith,Michael Davis,Milan Paľovčík,Dennis Lyons,Jozsef Horváth,Conor Lee,Francisco Guajardo,Manuel Manning,Christian Henry,William Ortega,Randall Miller,Constantin Albu,Trevor Booker,Joe Heath,Martin Simmons,Travis Callahan,Jesse West,David Munoz,Kaur Tamm,Mark Perry,Adam Milmo,Aidan Reardon,Daniel Whitaker,Cody McGahey,Timo Varis,David Morris,Craig Jackson,Karoly Molnár,Shane Harris,Colton Hammond,Aaron Doyle,Diogo Freitas,Michael Gordon,Jose Lucero,Darius Grimes,Ante Jerič,Juan Bird,Juan Gaytán,Christopher Dudley,Steven Keller,Joshua Lee,Philip Hall,Russell Warner,Daniel Rios,Brian Mendoza,Adam Franco,Mariusz Machowicz,Bryan Washington,Nathan Banks,Eric Welch,Peter Steiger,Anthony Cruz,Kevin Hensley,Josh Boyce,Sean Taylor,Michael Crawford,Darrell Baker,Patrick Schmitz,Luis Arranz,Ethan Cox,Luke Clark,Duncan Wood,Terence Heaney,Andre Carson,Macauley McCluskey,Michael Jäkel,Chad Jones,Elliott Phillips,Derek Jones,Timothy Hamilton,Jermaine Montgomery,Bjorn Kjóisdóttir,Brandon Morales,Andrew Collins,Vasile Tomescu,Charles Leonard,Dieter Losekann,Tomas Brožová,Leslie Moore,Antanas Žukauskas,Andreas Weinhage,Terry Nguyen,Clive Smith,Michael Russell,Shota Suzuki,Abdul Shaw,Kaito Ito,Roberto Harris,John Krause,Anthony Reid,Pavel Čermák,Damon Peterson,Frank Miller,Dillon Stanley,David Garcia,Elliot Holmes,Erik Persson,James Dennis,Johnny Hanna,Billy Williams,James Jennings,Zachary Patel,Mikael Ekholm,Jeremy Freeman,Ryan Hubbard,Anthony Barnes,Ivan Kumer,Colin Williams,David Johnston,Cristian Salazar,Anders Thomsen,Christian Henry,Tyler Maughan,Michael Johnson,Robin Abbott,Raymond Cline,Jason Roberson,Jason Clark,Richard Lindsey,Anthony Gaines,Constantin Stănescu,Steven Gore,Stephen Johnson,Patrick Bennett,Stephen Schwartz,Jermaine Hodges,Vu Trần,Allen Freeman,Eric Hardy,Brandon Baker,Craig Smith,Kyle Morales,Callum Davison,Bruce Thomas,Luke Jensen,Harry Miles,Simon Kemp,Richard Young,Michael Hunter,Peter Campbell,Michael Wells,Kari Lehtimäki,Stjepan Kuhar,Roberto Pedrero,Casey Bryant,Frank Fellner,Lee Smith
8_7,Standard Invitational #3,Standard Invitational #3,Karoly Molnár,Patrick Schmitz,Leslie Moore,Michael Davis,Joe Heath,Timothy Hamilton,Ethan Cox,Jason Clark,Callum Davison,Elliott Phillips,Mark Estrada,Joshua Lee,James Jennings,David Morris,Martin Simmons,Francisco Guajardo,Adam Franco,Kyle Morales,Darius Grimes,Harry Miles,Constantin Stănescu,Michael Jäkel,Mark Perry,Russell Warner,William Ortega,Randall Miller,Mariusz Machowicz,Tyler Maughan,Bjorn Kjóisdóttir,Milan Paľovčík,Cristian Salazar,Nathan Banks,Shane Harris,Conor Lee,Anthony Reid,Kaur Tamm,Eric Welch,Luis Arranz,Vasile Tomescu,Aaron Doyle,Steven Keller,Manuel Manning,Michael Russell,Ante Jerič,Kevin Hensley,Daniel Rios,David Johnston,Anders Thomsen,Bruce Thomas,Daniel Whitaker,Craig Jackson,Philip Hall,Stephen Johnson,Christian Henry,Constantin Albu,Juan Bird,Jermaine Montgomery,John Krause,Terry Nguyen,Adam Milmo,Michael Johnson,Craig Smith,Macauley McCluskey,Robin Abbott,Antanas Žukauskas,Jesse West,Shota Suzuki,Dillon Stanley,Luke Jensen,Aidan Reardon,Abdul Shaw,Pavel Čermák,Terence Heaney,Brian Mendoza,Oliver Smith,Anthony Gaines,Sean Taylor,Vu Trần,Andre Carson,Michael Crawford,Timo Varis,Peter Steiger,Anthony Barnes,Andrew Collins,Frank Miller,Christian Henry,Duncan Wood,Michael Gordon,Zachary Patel,Travis Callahan,Charles Leonard,Stjepan Kuhar,James Dennis,Michael Wells,Steven Gore,David Munoz,David Garcia,Tomas Brožová,Roberto Pedrero,Jose Lucero,Josh Boyce,Jeffery Williams,Stephen Schwartz,Dennis Lyons,Casey Bryant,Juan Gaytán,Damon Peterson,Erik Persson,Ivan Kumer,Brandon Baker,Kevin Kent,Brandon Morales,Kaito Ito,Billy Williams,Diogo Freitas,Luke Clark,Colton Hammond,Jason Roberson,Patrick Bennett,Trevor Booker,Andreas Weinhage,Anthony Cruz,Christopher Dudley,Richard Lindsey,Chad Jones,Darrell Baker,Johnny Hanna,Ryan Hubbard,Peter Campbell,Jeremy Freeman,Clive Smith,Frank Fellner,Eric Hardy,Mikael Ekholm,Elliot Holmes,Jermaine Hodges,Bryan Washington,Allen Freeman,Jozsef Horváth,Dieter Losekann,Cody McGahey,Roberto Harris,Raymond Cline,Colin Williams,Derek Jones,Kari Lehtimäki,Richard Young,Michael Hunter,Simon Kemp,Lee Smith
8_8,Standard Event #8,Standard Event #8,Randall Miller,Christopher Dudley,Damon Peterson,Kaur Tamm,Macauley McCluskey,Adam Franco,Stephen Schwartz,Mark Perry,Juan Gaytán,James Jennings,Andrew Collins,Christian Henry,Juan Bird,Manuel Manning,Charles Leonard,Aaron Doyle,Tomas Brožová,Martin Simmons,Craig Smith,Craig Jackson,Patrick Schmitz,Luis Arranz,Darrell Baker,Michael Crawford,Jason Clark,Robin Abbott,Elliott Phillips,David Johnston,Kevin Hensley,Philip Hall,Zachary Patel,Milan Paľovčík,Shane Harris,Allen Freeman,Conor Lee,Diogo Freitas,Bryan Washington,Constantin Albu,Eric Welch,Aidan Reardon,Daniel Rios,Jeremy Freeman,David Morris,Brandon Baker,Karoly Molnár,Joe Heath,Bjorn Kjóisdóttir,Kevin Kent,Michael Jäkel,Frank Miller,Jason Roberson,Ethan Cox,Chad Jones,Andreas Weinhage,Jeffery Williams,Derek Jones,Francisco Guajardo,Ivan Kumer,Mark Estrada,Steven Gore,Jose Lucero,Colton Hammond,Dennis Lyons,Stephen Johnson,Sean Taylor,Ryan Hubbard,Russell Warner,Johnny Hanna,Peter Steiger,Dillon Stanley,William Ortega,Leslie Moore,Constantin Stănescu,Vasile Tomescu,Daniel Whitaker,Steven Keller,Peter Campbell,Terence Heaney,Adam Milmo,Duncan Wood,Michael Johnson,David Garcia,Josh Boyce,Richard Young,David Munoz,Terry Nguyen,Anders Thomsen,Dieter Losekann,Casey Bryant,Jesse West,Travis Callahan,Tyler Maughan,Luke Jensen,Brandon Morales,Joshua Lee,Anthony Gaines,Michael Gordon,Michael Davis,Anthony Reid,John Krause,Erik Persson,Abdul Shaw,Cristian Salazar,Christian Henry,Timothy Hamilton,Oliver Smith,Raymond Cline,Mikael Ekholm,Nathan Banks,Kyle Morales,Jozsef Horváth,Clive Smith,Harry Miles,Richard Lindsey,Vu Trần,Darius Grimes,Michael Wells,Billy Williams,Patrick Bennett,Ante Jerič,Timo Varis,Antanas Žukauskas,Andre Carson,Brian Mendoza,Callum Davison,Pavel Čermák,Michael Russell,Luke Clark,Colin Williams,Eric Hardy,Mariusz Machowicz,Frank Fellner,Cody McGahey,Elliot Holmes,James Dennis,Jermaine Montgomery,Bruce Thomas,Roberto Harris,Anthony Barnes,Jermaine Hodges,Stjepan Kuhar,Trevor Booker,Roberto Pedrero,Shota Suzuki,Lee Smith,Anthony Cruz,Kari Lehtimäki,Simon Kemp,Michael Hunter,Kaito Ito
8_9,Signature Event #2,Signature Event #2,Michael Davis,Peter Steiger,Ryan Hubbard,James Jennings,Luis Arranz,Oliver Smith,Mariusz Machowicz,Chad Jones,Frank Miller,Martin Simmons,Kyle Morales,Daniel Whitaker,Christopher Dudley,Jeffery Williams,Nathan Banks,Andrew Collins,Billy Williams,Adam Milmo,Michael Russell,Bryan Washington,Anthony Barnes,Andreas Weinhage,Manuel Manning,Derek Jones,Diogo Freitas,Zachary Patel,Kevin Hensley,Russell Warner,David Johnston,Eric Welch,Terence Heaney,Abdul Shaw,Kevin Kent,Christian Henry,Anthony Reid,Michael Gordon,Patrick Bennett,Harry Miles,Tomas Brožová,Charles Leonard,Mark Perry,Bjorn Kjóisdóttir,Mark Estrada,Francisco Guajardo,Johnny Hanna,Elliott Phillips,Timothy Hamilton,Craig Smith,Ethan Cox,Duncan Wood,Constantin Albu,Jason Clark,Simon Kemp,Anthony Cruz,Conor Lee,Daniel Rios,Constantin Stănescu,Adam Franco,Brandon Baker,John Krause,Jeremy Freeman,Michael Crawford,Jesse West,Karoly Molnár,Dennis Lyons,Robin Abbott,Juan Gaytán,Vu Trần,Randall Miller,Dieter Losekann,Michael Jäkel,Aaron Doyle,David Garcia,Antanas Žukauskas,Michael Johnson,Bruce Thomas,Cody McGahey,Kaur Tamm,Roberto Harris,Terry Nguyen,Joe Heath,Juan Bird,Christian Henry,David Munoz,Vasile Tomescu,Eric Hardy,Casey Bryant,Ivan Kumer,Shane Harris,Anthony Gaines,Philip Hall,Trevor Booker,Aidan Reardon,David Morris,Damon Peterson,Pavel Čermák,James Dennis,Michael Wells,Brandon Morales,Darius Grimes,Stephen Schwartz,Erik Persson,Cristian Salazar,Timo Varis,Leslie Moore,Jason Roberson,Patrick Schmitz,Darrell Baker,Travis Callahan,Steven Keller,Allen Freeman,Clive Smith,Stephen Johnson,Jozsef Horváth,Jermaine Montgomery,Anders Thomsen,Colin Williams,Jose Lucero,Dillon Stanley,Elliot Holmes,Callum Davison,Macauley McCluskey,Josh Boyce,Colton Hammond,Luke Clark,Stjepan Kuhar,Brian Mendoza,Frank Fellner,Sean Taylor,Ante Jerič,William Ortega,Jermaine Hodges,Tyler Maughan,Andre Carson,Milan Paľovčík,Richard Young,Shota Suzuki,Kari Lehtimäki,Joshua Lee,Craig Jackson,Steven Gore,Luke Jensen,Kaito Ito,Raymond Cline,Mikael Ekholm,Roberto Pedrero,Richard Lindsey,Lee Smith,Michael Hunter,Peter Campbell
8_10,Mini Major,Continental Championship,Kevin Kent,Anders Thomsen,David Munoz,Jesse West,Eric Welch,Peter Steiger,Manuel Manning,Kevin Hensley,Josh Boyce,Tyler Maughan,Billy Williams,William Ortega,Mark Estrada,Jose Lucero,Steven Keller,John Krause,Stephen Johnson,Randall Miller,Mark Perry,Andreas Weinhage,Michael Davis,Timothy Hamilton,Brandon Baker,Callum Davison,Michael Jäkel,Charles Leonard,Adam Franco,Diogo Freitas,Aaron Doyle,Craig Jackson,Aidan Reardon,Bjorn Kjóisdóttir,Abdul Shaw,Leslie Moore,Constantin Stănescu,Ethan Cox,Travis Callahan,Russell Warner,Terry Nguyen,Patrick Bennett,Ante Jerič,Antanas Žukauskas,Jeffery Williams,Mariusz Machowicz,David Morris,Johnny Hanna,Philip Hall,Cody McGahey,Christian Henry,Macauley McCluskey,Luke Jensen,Michael Russell,Michael Wells,Elliot Holmes,Michael Crawford,Allen Freeman,Conor Lee,Shota Suzuki,Michael Gordon,Constantin Albu,Jason Clark,David Johnston,Adam Milmo,Jeremy Freeman,Anthony Reid,Martin Simmons,Juan Bird,Bryan Washington,Karoly Molnár,Kyle Morales,Ivan Kumer,Andrew Collins,Patrick Schmitz,Peter Campbell,Lee Smith,Milan Paľovčík,Eric Hardy,Timo Varis,Francisco Guajardo,Cristian Salazar,Dillon Stanley,Harry Miles,Christian Henry,Nathan Banks,Craig Smith,Erik Persson,Joshua Lee,Chad Jones,Robin Abbott,Derek Jones,Sean Taylor,Stjepan Kuhar,Trevor Booker,Dennis Lyons,Simon Kemp,Joe Heath,Jermaine Montgomery,Stephen Schwartz,Michael Johnson,Tomas Brožová,Dieter Losekann,James Dennis,Shane Harris,Vasile Tomescu,Raymond Cline,Ryan Hubbard,Juan Gaytán,Jozsef Horváth,Darrell Baker,Christopher Dudley,Richard Young,Daniel Whitaker,Colin Williams,Terence Heaney,Elliott Phillips,Duncan Wood,Kaito Ito,Kari Lehtimäki,Andre Carson,Pavel Čermák,Richard Lindsey,Kaur Tamm,Clive Smith,James Jennings,Daniel Rios,Darius Grimes,Luis Arranz,Jermaine Hodges,Oliver Smith,Zachary Patel,Frank Fellner,Vu Trần,Brian Mendoza,Luke Clark,Damon Peterson,Steven Gore,Anthony Cruz,David Garcia,Mikael Ekholm,Casey Bryant,Jason Roberson,Colton Hammond,Bruce Thomas,Frank Miller,Anthony Gaines,Roberto Pedrero,Brandon Morales,Anthony Barnes,Michael Hunter,Roberto Harris
