id,name,age,nationality,driving_power,driving_accuracy,approach_accuracy,short_game,putting,composure,confidence,focus,risk_tolerance,mental_fatigue,consistency,resilience,current_status,introduction_season
2001,David Brewer,20,USA,43.16663974280284,34.318824515446465,70.32015222425137,78.25182943268052,43.090647921242535,48.280777141220085,67.79688308600394,66.1068034128055,41.367059500812246,58.96103897382193,82.42082146527113,46.61993307898439,active,4
2002,Antonio Fox,19,USA,89.12479809185513,64.00229742228731,65.01163886372998,83.06691612525313,78.22677500426835,73.40409742413223,86.70329296989402,48.78433720157358,81.32539428410774,84.75213781149284,46.609947667051884,38.69682965812518,active,4
2003,Matthew Rodriguez,20,USA,42.377019819824056,37.06209624846651,32.5705263246815,90.60602719661155,56.1148072458249,48.384140206582515,67.19983397982271,79.93157193704856,26.859528862257875,53.79432886621023,66.84362364237137,42.92263254661623,active,4
2004,Vasile Niță,19,Romania,87.64049819264383,76.67787866872433,81.82165927505619,81.39130207849732,92.66899223204803,40.382417610253995,63.14383068469647,52.503199593722485,75.08863567641833,92.49059961675485,77.22654671392263,68.25693719192046,active,4
2005,Christopher Fields,21,Australia,35.37330955647266,76.88425764060163,92.96625300635989,74.70657424883618,46.04612827132733,40.37957431181269,52.1966082268055,37.61135226776345,46.422116632990175,77.78675073546023,75.17053907116394,80.61368889892964,active,4
2006,Frank Steffen,21,Switzerland,61.979806080982584,47.8268905786511,60.624417911886205,65.81165665701825,93.6363942105198,41.68888078427362,74.26106472689469,85.99127533061619,40.61571706717061,62.19709067116731,91.12628791912147,70.42065789466054,active,4
2007,Michael Bishell,19,New Zealand,92.99848763705558,84.2872272110381,69.60749859108256,77.73355057720451,67.19801842616673,72.30194519368439,44.10419156962122,92.58771517212688,67.05066730335373,53.65004860884756,62.37186316351579,73.78385826373315,active,4
2008,Rickey Harris,20,USA,54.82864219836231,72.76195980874107,78.11123037650339,77.562067610501,30.66272064995538,68.91349615949733,43.311449339938456,70.80666609775959,63.44968467684059,45.80082375261342,63.80656409521138,86.79913696393825,active,4
2009,George Morris,19,Scotland,67.10912427847256,90.85837161799253,62.20248223942576,64.25667536729847,85.63770919316941,37.7413334898239,59.30004951069996,36.62717909583414,75.16809230146447,69.36695146752044,57.2619822375888,91.72790844842615,active,4
2010,Peter Bell,19,USA,75.71900094260204,38.13683435074776,72.93922884504639,74.23802728926373,88.77340183015889,78.02532198132769,66.61671833825844,75.02739411242604,65.7058718795793,61.043020565071316,45.84990007409621,35.06198581307442,active,4
2011,Karl Overgaard,20,Denmark,86.93450173408095,45.37955319329627,49.62031276999309,39.00967873032077,93.25000874462967,86.9819895724811,78.78227181346313,52.71750103673283,29.977651362467526,76.17715815976212,44.60772482153175,72.49712074222177,active,4
2012,Wesley Ayers,20,USA,37.00533761357707,38.13695198316917,41.984484331979104,89.38241275858874,36.13344100113456,85.6897872764555,86.45791181178811,83.6958045364976,57.53961455507529,62.499643065721656,55.28755729814014,89.08402961258956,active,4
2013,Craig Cannon,19,USA,93.99927178441621,78.79634383124676,50.63386234817374,65.04494610272624,57.772894386618155,33.20708986245421,82.20703624280259,38.95926831619691,78.48809253284074,55.83184817785655,65.64229967646796,39.32701044542458,active,4
2014,Jean Antoine,20,Belgium,93.26076950444698,43.656125982182985,49.85346794289785,58.88473198750889,56.793911418137355,38.778694273035796,87.82388111366575,84.5577653876427,26.152701963186665,47.13187007552291,92.76945586478482,59.40687422786185,active,4
2015,Luke Hopkins,22,England,73.5731243481219,82.23781048782185,40.54251322363521,74.8743974377823,61.30989169298976,47.68217095183171,57.30212152759191,80.55855807475723,30.91384249935693,36.4620330358199,81.49306557099294,86.66863356635531,active,4
2016,Timothy Tyler,19,USA,72.24488300561335,68.1116500687416,65.39181417784305,75.56634145456196,47.60291788512945,40.03135849544471,81.3168415796793,46.84124336464379,71.4143763991002,54.42726618383736,39.75297669413384,30.512418074051443,active,4
2017,James Riley,21,USA,39.58619551929027,82.57509874299824,81.82656251272262,57.58656874855421,72.47603961794249,92.29363073415918,54.29474884457082,56.79613469505506,39.22803069378237,49.31461274024579,65.85968016925383,63.631911187854364,active,4
2018,Steven Collier,20,USA,32.50037407740948,62.23032503524536,55.2261657187465,44.66669109678169,92.28089168789666,88.29699925474253,56.819079520692554,66.90571438724083,69.59731502104776,81.43727713580785,91.10328631798475,79.5041586309525,active,4
2019,John Murray,21,USA,46.35652858339664,70.02334686740113,45.353427345988806,86.57545659964883,31.167533165268175,70.42219877323888,50.8254011089808,80.01374772432249,62.341011050386264,56.69563253775356,64.55854216511679,84.82765700654032,active,4
