id,name,age,nationality,driving_power,driving_accuracy,approach_accuracy,short_game,putting,composure,confidence,focus,risk_tolerance,mental_fatigue,consistency,resilience,current_status,introduction_season
1951,Karl Svensson S3,22,Sweden,70.20109104768275,31.74759453453626,80.10156898998562,66.40088622420643,53.69094492324561,79.64325655143449,52.7790839386832,72.49637246425968,28.211523311968527,70.79007187771651,39.77196315253107,65.27399897700347,active,3
1952,Steven Montgomery S3,20,Australia,59.3032014410836,76.12676546452695,36.47318935239515,64.74985899822724,42.4615708344474,87.94427855672959,43.17282095547047,67.57950906994358,69.6385690533989,39.48596260118821,81.44094687198846,75.52433600940176,active,3
1953,Simon Wilson S3,22,Scotland,78.20451845151226,73.65306715516616,94.58244080220854,52.97662199578889,56.31357046101431,63.59057373543331,84.15878340776936,48.253787219098626,72.98996062070235,81.91821362931364,94.59084922788122,54.64815445785065,active,3
1954,Michael Silva S3,21,USA,59.077860101671284,81.27467629720988,58.62886154082535,50.151625206731,63.982485873752914,34.86874897259427,47.77309978260462,37.44639140388256,66.00288122533684,30.851890654446848,44.96480241087413,83.8430434512754,active,3
1955,Brian Charles S3,21,USA,42.94916164916316,70.76311842293273,46.69117722234133,89.29440636974256,79.5885775922422,68.51225458035702,41.05239325129282,55.140991180754924,54.67586914768701,49.03494886579667,40.053412256579655,86.39692674046769,active,3
1956,Charles Mosley S3,20,USA,75.74097198485988,80.73756722153396,45.032636483308224,40.31261830338113,58.13849998137164,34.407919373762,86.75925863375286,42.0651077972783,67.04553131521303,83.78099882035038,87.55746337753706,61.111413255490525,active,3
1957,Brian Martinez S3,20,Australia,49.613341969911374,73.8443354237184,83.40461847496891,70.56782941187248,30.064198281232223,40.02573433991202,61.588619735765,90.80242206427144,37.79481594808042,43.1351101812161,35.67720241403477,56.50183831258897,active,3
1958,Jan Beeckman S3,20,Belgium (Dutch),70.41729752917354,76.93766764435789,72.42462729918827,88.60356689490739,43.09669305907178,67.96446126378373,89.0584516117609,47.8602765489092,26.74378936475084,94.5046131889052,42.0474384193453,86.9197347302098,active,3
1959,Jose Zimmerman S3,20,Philippines,92.09528006770147,32.33605243807946,38.50033045221944,43.85224439667615,34.63724844151975,75.07754517787225,83.4955755039372,87.91727117295073,72.99702874345022,76.9251778383076,70.84647216126062,31.44500922993508,active,3
1960,Sean-Paul Hosey S3,21,Ireland,52.26574033813877,43.79683684362237,33.17856988126559,33.00784688155556,85.04816141265175,84.59466983862768,70.50788194336344,62.66232756957487,54.76596595531257,65.78478764794536,75.76157868251262,59.220499200752684,active,3
1961,Kaur Lember S3,19,Estonia,43.77643773152853,66.05279435083929,60.19919691186836,82.29404536631306,80.99235295168126,54.522739544800984,71.45748539562851,62.33465015756306,35.39083911840655,62.295818233740825,53.063856490113054,93.7691065910106,active,3
1962,Stephen Smith S3,21,USA,41.61201200570284,43.09271881848015,33.056071446985854,32.2774849532476,51.45700756132413,89.69005092386521,82.63034884150403,84.81645458711009,45.301150051081834,91.37148856301883,57.293999150100234,35.55391412163088,active,3
1963,Bernard Godfrey S3,19,Scotland,86.03174921644688,49.55668612170638,33.41962590735829,53.72373347149812,88.64420413674742,72.27122995651078,75.0654594738159,56.51082833481405,43.301917466464545,58.48594713276625,41.97155349902302,58.604629521636056,active,3
1964,Jonathan Johnson S3,21,England,67.12924522104711,39.523181564531335,59.51227980315471,72.52219264745537,70.2488860832594,36.19265783437577,78.14721221631598,79.34220812485535,60.58258220372774,76.38207920296205,69.69313730983299,37.002073373894795,active,3
1965,Hendro Kurniawan S3,21,Indonesia,59.07987010509296,47.873614080531254,36.982009168607085,67.62918706616574,88.29318528477864,35.97286646931804,78.17632158469331,47.84549105100699,66.58243307358285,38.5409436604319,33.35404988876635,56.835557239986166,active,3
1966,Jonas Gailius S3,19,Lithuania,51.752701715166296,90.02923038684611,45.04155036634041,78.23580115014616,72.9693677776086,58.75881829418043,69.33451869232913,59.85824767440815,65.98517672954164,64.51579372561041,68.13497626338996,83.5954950846509,active,3
1967,Peter Schramm S3,19,Austria,37.49709309412717,47.61310643427967,73.7752316743129,67.59492316801469,45.11683668810008,57.29247160052623,60.69721904324008,73.39958571740289,31.874707960159945,52.69363431427206,81.95695904837115,43.164695091660434,active,3
