season_event,event_type,event_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
9_1,Signature Event #1,Signature Event #1,Christian Henry,Terry Nguyen,Philip Hall,David Munoz,Conor Lee,Bjorn Kjóisdóttir,Harry Miles,Stephen Johnson,Bryan Washington,Kaur Tamm,Dennis Lyons,Manuel Manning,Constantin Albu,Shane Harris,Marc Marks,Daniel Rosario,Ronald Wilcox,Danny Taylor,Adam Franco,Glen Day,Sean Taylor,Frank Miller,Martin Simmons,Michael Sorgatz,Jesse West,Macauley McCluskey,Mark Estrada,Zachary Patel,Brian Robertson,Steven Keller,Edward Riley,Derek Wade,Jason Clark,Kevin Rowe,Juan Prieto,Patrick Schmitz,Juan Bird,Michael Hall,David Garcia,Michael Russell,Darrell Baker,Aidan Reardon,Peter Miller,Francisco Guajardo,Callum Davison,Vasile Tomescu,Aaron Doyle,Michael Davis,Aaron Thompson,Tyler Maughan,Pavel Čermák,Kevin Kent,Simon Taylor,Charles Leonard,Jeremy Freeman,Ryan Hubbard,Mark Perry,David Johnston,Adam Milmo,Andrew Collins,Michael Gordon,Billy Williams,William Ortega,Brandon Baker,Dale Howell,Juan Gaytán,Josh Boyce,Jeffery Williams,James Dennis,Dieter Köster,Nathan Banks,Michael Crawford,Travis Callahan,Anthony Reid,Anthony Gaines,Anders Thomsen,Derrick Snyder,Luis Arranz,Diogo Freitas,Gary Allison,Luke Clark,Chad Jones,Russell Warner,Eric Welch,Stephen Schwartz,John Strickland,Ethan Cox,Kyle Morales,Jose Lucero,Jorge Barnes,David Morris,Randall Miller,Darius Grimes,Oliver Smith,Tomas Brožová,Tony Olson,Priit Nõmmik,Joe Heath,Elliott Phillips,Michael Jäkel,Giuseppe Bernardini,Peter Steiger,Joshua Church,Andreas Weinhage,Lewis Glazier,Mariusz Machowicz,Karoly Molnár,Daniel Jordan,Johnny Neal,Matthew Parks,Constantin Stănescu,Jonathan Flores,Duncan Wood,John Krause,Abdul Shaw,Kevin Hensley,Craig Smith,Timo Varis,Michael Johnson,Leslie Moore,Milan Paľovčík,Terence Heaney,Seth Stephens,Antanas Žukauskas,Craig Jackson,Christian Henry,Cory Davis,Charlie Renehan,Trevor Booker,James Jennings,Timothy Hamilton,Keith Williams,Damon Peterson,Michel Auger,Joseph Brady,Kenneth Stokes,Daniel Whitaker,Victor Jennings,Evan Dasey,Henry Kelly,Tyrone Payne,Huynh Phạm,Patrick Watts,Max Cartwright,Eric Blake,Mikael Selin,Shaun Burns,Joshua Stokes,Yuto Matsumoto,Hugh Middleton
9_2,Standard Event #2,Standard Event #2,Diogo Freitas,Luke Clark,Mark Estrada,Eric Welch,Michael Gordon,Brandon Baker,Jesse West,Leslie Moore,Conor Lee,Charles Leonard,Ethan Cox,Kaur Tamm,Randall Miller,Harry Miles,Billy Williams,Christian Henry,Russell Warner,Adam Milmo,Anthony Reid,Jason Clark,Constantin Stănescu,Michael Russell,Shane Harris,Abdul Shaw,David Garcia,Callum Davison,Vasile Tomescu,James Jennings,Darius Grimes,Kevin Rowe,Stephen Schwartz,Joseph Brady,Philip Hall,David Munoz,Kevin Kent,Josh Boyce,Joe Heath,Martin Simmons,Jose Lucero,Antanas Žukauskas,Juan Prieto,Anders Thomsen,Aaron Doyle,Trevor Booker,Chad Jones,Duncan Wood,Timo Varis,Jeremy Freeman,Mariusz Machowicz,David Morris,Aidan Reardon,Zachary Patel,Oliver Smith,Dennis Lyons,Kevin Hensley,Bjorn Kjóisdóttir,Evan Dasey,Anthony Gaines,Tyler Maughan,Dale Howell,Jonathan Flores,Edward Riley,Damon Peterson,Danny Taylor,Daniel Whitaker,Frank Miller,Ryan Hubbard,Derek Wade,Karoly Molnár,Shaun Burns,Michael Johnson,Gary Allison,Seth Stephens,Huynh Phạm,Peter Steiger,Mark Perry,Michel Auger,Mikael Selin,Michael Davis,Juan Bird,Aaron Thompson,Juan Gaytán,Steven Keller,Priit Nõmmik,Cory Davis,Christian Henry,Craig Jackson,Michael Crawford,Bryan Washington,Craig Smith,Timothy Hamilton,James Dennis,Daniel Jordan,Pavel Čermák,Luis Arranz,David Johnston,Patrick Watts,Travis Callahan,Patrick Schmitz,Francisco Guajardo,Andreas Weinhage,Elliott Phillips,Daniel Rosario,Terence Heaney,Ronald Wilcox,Jeffery Williams,Constantin Albu,Henry Kelly,Sean Taylor,Derrick Snyder,Manuel Manning,Darrell Baker,Victor Jennings,Terry Nguyen,Joshua Church,Andrew Collins,Michael Jäkel,Jorge Barnes,John Strickland,Macauley McCluskey,Kyle Morales,Tomas Brožová,Lewis Glazier,Michael Hall,Adam Franco,Brian Robertson,Milan Paľovčík,Michael Sorgatz,John Krause,William Ortega,Stephen Johnson,Nathan Banks,Kenneth Stokes,Dieter Köster,Peter Miller,Yuto Matsumoto,Johnny Neal,Tony Olson,Joshua Stokes,Keith Williams,Simon Taylor,Hugh Middleton,Marc Marks,Eric Blake,Giuseppe Bernardini,Glen Day,Charlie Renehan,Max Cartwright,Matthew Parks,Tyrone Payne
9_3,Standard Invitational #1,Standard Invitational #1,Huynh Phạm,Tyler Maughan,Sean Taylor,Abdul Shaw,Eric Welch,Joe Heath,Charles Leonard,Andrew Collins,Darius Grimes,Gary Allison,Vasile Tomescu,Ronald Wilcox,Josh Boyce,Kaur Tamm,Duncan Wood,Danny Taylor,Jeffery Williams,Francisco Guajardo,Michael Davis,Bryan Washington,Adam Franco,Leslie Moore,Kevin Kent,Andreas Weinhage,John Krause,Patrick Schmitz,James Dennis,Bjorn Kjóisdóttir,Manuel Manning,Jesse West,Juan Bird,Joshua Church,Chad Jones,Constantin Albu,Timothy Hamilton,Russell Warner,Christian Henry,Ryan Hubbard,Juan Gaytán,Kyle Morales,Henry Kelly,Randall Miller,Tomas Brožová,Shane Harris,Elliott Phillips,David Morris,Travis Callahan,Harry Miles,Luke Clark,Luis Arranz,Ethan Cox,Mark Perry,Peter Steiger,Stephen Johnson,Edward Riley,Darrell Baker,Glen Day,Michael Russell,Kevin Hensley,Giuseppe Bernardini,Pavel Čermák,Michael Jäkel,Damon Peterson,Dieter Köster,Joseph Brady,Frank Miller,Steven Keller,Aaron Thompson,Oliver Smith,Jose Lucero,Martin Simmons,Priit Nõmmik,James Jennings,Craig Smith,Zachary Patel,Anthony Gaines,Keith Williams,Craig Jackson,Christian Henry,Kenneth Stokes,Kevin Rowe,Philip Hall,Simon Taylor,Mark Estrada,Terence Heaney,Conor Lee,Dennis Lyons,William Ortega,John Strickland,Nathan Banks,Karoly Molnár,Macauley McCluskey,Aaron Doyle,Diogo Freitas,Aidan Reardon,Seth Stephens,Trevor Booker,Patrick Watts,Milan Paľovčík,Marc Marks,Jorge Barnes,Mikael Selin,Mariusz Machowicz,Michael Crawford,Michel Auger,Michael Gordon,Dale Howell,Terry Nguyen,Michael Sorgatz,Michael Johnson,Anthony Reid,Timo Varis,Daniel Whitaker,Billy Williams,Juan Prieto,David Johnston,Tony Olson,Michael Hall,Adam Milmo,Stephen Schwartz,Callum Davison,Lewis Glazier,Shaun Burns,Brandon Baker,Jason Clark,Tyrone Payne,Evan Dasey,Anders Thomsen,Victor Jennings,Charlie Renehan,Jeremy Freeman,Brian Robertson,Johnny Neal,Antanas Žukauskas,Daniel Rosario,Daniel Jordan,David Garcia,Jonathan Flores,David Munoz,Joshua Stokes,Max Cartwright,Derrick Snyder,Yuto Matsumoto,Derek Wade,Matthew Parks,Constantin Stănescu,Peter Miller,Cory Davis,Eric Blake,Hugh Middleton
9_4,Standard Event #4,Standard Event #4,Martin Simmons,Nathan Banks,Manuel Manning,Sean Taylor,Huynh Phạm,Giuseppe Bernardini,Juan Bird,Jeremy Freeman,Elliott Phillips,Anders Thomsen,Russell Warner,Aaron Doyle,Michael Davis,Craig Smith,Peter Steiger,Andrew Collins,Luke Clark,Milan Paľovčík,Adam Franco,Marc Marks,David Garcia,Michael Johnson,Leslie Moore,Terence Heaney,Joe Heath,Michael Gordon,Mark Perry,Charles Leonard,Michael Jäkel,Mariusz Machowicz,David Johnston,Tomas Brožová,Anthony Reid,Bryan Washington,Travis Callahan,David Morris,Zachary Patel,Macauley McCluskey,Tyler Maughan,Harry Miles,Stephen Schwartz,Timothy Hamilton,James Dennis,William Ortega,Antanas Žukauskas,Diogo Freitas,Michael Crawford,Eric Welch,Stephen Johnson,Constantin Albu,Glen Day,Bjorn Kjóisdóttir,Duncan Wood,Shane Harris,David Munoz,Christian Henry,Danny Taylor,Trevor Booker,Darius Grimes,Conor Lee,Charlie Renehan,Philip Hall,Juan Prieto,Frank Miller,Kevin Kent,Kaur Tamm,Henry Kelly,Kyle Morales,Aidan Reardon,Jeffery Williams,Josh Boyce,John Strickland,Steven Keller,Eric Blake,Kevin Rowe,Victor Jennings,Luis Arranz,Vasile Tomescu,John Krause,Francisco Guajardo,Jesse West,Edward Riley,Max Cartwright,Adam Milmo,Simon Taylor,Abdul Shaw,Lewis Glazier,Dennis Lyons,Terry Nguyen,Evan Dasey,Seth Stephens,Tyrone Payne,Jorge Barnes,Juan Gaytán,Callum Davison,Ethan Cox,Dieter Köster,Michael Sorgatz,Keith Williams,Mark Estrada,Ronald Wilcox,Brandon Baker,Karoly Molnár,Peter Miller,Joshua Stokes,Priit Nõmmik,Chad Jones,Ryan Hubbard,Damon Peterson,Darrell Baker,Jose Lucero,Gary Allison,Constantin Stănescu,Randall Miller,Christian Henry,Kevin Hensley,Patrick Watts,Dale Howell,Johnny Neal,Jason Clark,Jonathan Flores,Pavel Čermák,Billy Williams,Oliver Smith,Patrick Schmitz,Cory Davis,Kenneth Stokes,Timo Varis,Joseph Brady,James Jennings,Mikael Selin,Anthony Gaines,Tony Olson,Brian Robertson,Aaron Thompson,Derrick Snyder,Andreas Weinhage,Joshua Church,Daniel Whitaker,Daniel Rosario,Craig Jackson,Daniel Jordan,Michael Russell,Michael Hall,Derek Wade,Shaun Burns,Matthew Parks,Michel Auger,Yuto Matsumoto,Hugh Middleton
9_5,Standard Event #3,Standard Event #3,Jesse West,Mark Estrada,Joe Heath,Pavel Čermák,Kevin Kent,Jeffery Williams,Martin Simmons,Danny Taylor,Adam Milmo,Anthony Reid,Conor Lee,Joshua Church,David Johnston,Eric Welch,Mark Perry,Billy Williams,Craig Smith,Charlie Renehan,Evan Dasey,Oliver Smith,Bryan Washington,Michael Jäkel,Joshua Stokes,Milan Paľovčík,Terry Nguyen,Vasile Tomescu,Giuseppe Bernardini,Daniel Jordan,Andreas Weinhage,Michael Davis,Gary Allison,Macauley McCluskey,Aaron Doyle,Ronald Wilcox,James Dennis,Trevor Booker,Craig Jackson,Andrew Collins,Luke Clark,David Munoz,Karoly Molnár,Peter Steiger,Philip Hall,Travis Callahan,Kaur Tamm,Sean Taylor,David Garcia,Glen Day,Randall Miller,Adam Franco,Jeremy Freeman,Stephen Johnson,Shane Harris,Timo Varis,Derrick Snyder,Darius Grimes,Stephen Schwartz,Callum Davison,Constantin Albu,William Ortega,Huynh Phạm,Kevin Hensley,Josh Boyce,Elliott Phillips,Chad Jones,Manuel Manning,Damon Peterson,Patrick Schmitz,Michael Crawford,Luis Arranz,Henry Kelly,Max Cartwright,Anthony Gaines,Russell Warner,Michael Sorgatz,Derek Wade,Daniel Whitaker,Jason Clark,Juan Bird,Cory Davis,Diogo Freitas,Dennis Lyons,David Morris,Tyrone Payne,Terence Heaney,Tomas Brožová,Mariusz Machowicz,Abdul Shaw,Patrick Watts,Peter Miller,Christian Henry,Kevin Rowe,Jonathan Flores,Zachary Patel,Juan Prieto,Eric Blake,Francisco Guajardo,Kyle Morales,Lewis Glazier,Dieter Köster,Tyler Maughan,Christian Henry,Nathan Banks,Ethan Cox,Bjorn Kjóisdóttir,Aidan Reardon,Antanas Žukauskas,Kenneth Stokes,Brandon Baker,Constantin Stănescu,Matthew Parks,Dale Howell,John Krause,John Strickland,Michael Gordon,Michael Russell,Juan Gaytán,Priit Nõmmik,Edward Riley,Marc Marks,James Jennings,Anders Thomsen,Joseph Brady,Leslie Moore,Brian Robertson,Jose Lucero,Seth Stephens,Frank Miller,Ryan Hubbard,Aaron Thompson,Johnny Neal,Victor Jennings,Mikael Selin,Harry Miles,Steven Keller,Timothy Hamilton,Darrell Baker,Yuto Matsumoto,Charles Leonard,Michael Johnson,Michael Hall,Daniel Rosario,Michel Auger,Duncan Wood,Simon Taylor,Keith Williams,Tony Olson,Shaun Burns,Hugh Middleton,Jorge Barnes
9_6,Standard Event #6,Standard Event #6,Karoly Molnár,Patrick Schmitz,Michael Davis,Leslie Moore,Christian Henry,Craig Smith,Mark Estrada,Elliott Phillips,Ethan Cox,John Krause,Pavel Čermák,Michael Jäkel,Evan Dasey,Terry Nguyen,Michael Russell,Bjorn Kjóisdóttir,Kyle Morales,Constantin Albu,Duncan Wood,Ronald Wilcox,Jason Clark,Kaur Tamm,Diogo Freitas,Milan Paľovčík,Terence Heaney,Abdul Shaw,Aaron Doyle,Peter Miller,Stephen Johnson,Michael Crawford,Sean Taylor,Kenneth Stokes,Seth Stephens,David Johnston,Shane Harris,Michael Sorgatz,Joshua Church,Joe Heath,Brandon Baker,Constantin Stănescu,Tomas Brožová,Giuseppe Bernardini,Juan Bird,Christian Henry,Zachary Patel,Manuel Manning,Derek Wade,Darius Grimes,Jeffery Williams,Tyler Maughan,Nathan Banks,Peter Steiger,Priit Nõmmik,Vasile Tomescu,Brian Robertson,Charlie Renehan,Martin Simmons,Josh Boyce,Luke Clark,Philip Hall,Andrew Collins,Michael Hall,Daniel Rosario,Kevin Kent,Harry Miles,Victor Jennings,David Garcia,Timothy Hamilton,Francisco Guajardo,Chad Jones,Timo Varis,Jesse West,Daniel Whitaker,Antanas Žukauskas,Bryan Washington,Steven Keller,Danny Taylor,Callum Davison,Craig Jackson,Dennis Lyons,Adam Milmo,Kevin Rowe,Daniel Jordan,Conor Lee,David Munoz,Eric Welch,Mariusz Machowicz,James Dennis,Jorge Barnes,Juan Gaytán,Kevin Hensley,Anders Thomsen,William Ortega,Darrell Baker,Oliver Smith,Charles Leonard,Edward Riley,Michael Johnson,Max Cartwright,Luis Arranz,Jeremy Freeman,Frank Miller,Andreas Weinhage,David Morris,Jose Lucero,Keith Williams,Cory Davis,Lewis Glazier,Damon Peterson,Aidan Reardon,Aaron Thompson,Anthony Reid,Tony Olson,James Jennings,Macauley McCluskey,Anthony Gaines,Trevor Booker,Mark Perry,Joseph Brady,Henry Kelly,Marc Marks,Dale Howell,Matthew Parks,Randall Miller,Russell Warner,Ryan Hubbard,Juan Prieto,Adam Franco,Glen Day,Travis Callahan,Stephen Schwartz,Derrick Snyder,Billy Williams,Simon Taylor,Tyrone Payne,Michel Auger,Huynh Phạm,Dieter Köster,Shaun Burns,John Strickland,Michael Gordon,Patrick Watts,Joshua Stokes,Gary Allison,Yuto Matsumoto,Mikael Selin,Jonathan Flores,Eric Blake,Johnny Neal,Hugh Middleton
9_7,Standard Invitational #3,Standard Invitational #3,Jesse West,Mark Perry,Michael Russell,Adam Franco,Christian Henry,Mark Estrada,Timo Varis,Charles Leonard,Juan Gaytán,Manuel Manning,Michael Sorgatz,Macauley McCluskey,Eric Welch,Bryan Washington,Kaur Tamm,Martin Simmons,Mariusz Machowicz,Elliott Phillips,Ronald Wilcox,Vasile Tomescu,Patrick Schmitz,James Jennings,Peter Miller,Darrell Baker,David Johnston,Craig Smith,Diogo Freitas,Christian Henry,Zachary Patel,Peter Steiger,Bjorn Kjóisdóttir,Aaron Doyle,Damon Peterson,Stephen Schwartz,Sean Taylor,Kyle Morales,Jonathan Flores,Darius Grimes,Randall Miller,Dennis Lyons,Chad Jones,Daniel Rosario,Dale Howell,Jeffery Williams,Joshua Church,Charlie Renehan,Kenneth Stokes,Adam Milmo,Constantin Albu,Michael Davis,Dieter Köster,Lewis Glazier,Evan Dasey,Terry Nguyen,William Ortega,Karoly Molnár,Stephen Johnson,Oliver Smith,Michael Jäkel,Abdul Shaw,Michael Gordon,Joe Heath,Juan Bird,Kevin Hensley,Shane Harris,Anthony Reid,Duncan Wood,Tyrone Payne,Steven Keller,Andreas Weinhage,Keith Williams,Conor Lee,Milan Paľovčík,Tyler Maughan,Priit Nõmmik,Frank Miller,Luke Clark,Anders Thomsen,Kevin Kent,Patrick Watts,Josh Boyce,Nathan Banks,Brandon Baker,Billy Williams,Tomas Brožová,Shaun Burns,Huynh Phạm,Johnny Neal,Jose Lucero,Eric Blake,Mikael Selin,Luis Arranz,Jason Clark,Victor Jennings,Pavel Čermák,Juan Prieto,Danny Taylor,Ryan Hubbard,Glen Day,Craig Jackson,Constantin Stănescu,John Strickland,Michael Crawford,Philip Hall,Daniel Jordan,Callum Davison,Max Cartwright,Aidan Reardon,Daniel Whitaker,Brian Robertson,Ethan Cox,Michel Auger,Andrew Collins,Harry Miles,Henry Kelly,John Krause,Trevor Booker,David Munoz,Francisco Guajardo,Derek Wade,Joseph Brady,Michael Hall,Kevin Rowe,Leslie Moore,Michael Johnson,Timothy Hamilton,Seth Stephens,Antanas Žukauskas,David Morris,Yuto Matsumoto,James Dennis,Edward Riley,Anthony Gaines,Gary Allison,Tony Olson,Travis Callahan,Simon Taylor,Aaron Thompson,Terence Heaney,Jeremy Freeman,Giuseppe Bernardini,Marc Marks,Russell Warner,David Garcia,Joshua Stokes,Matthew Parks,Derrick Snyder,Cory Davis,Jorge Barnes,Hugh Middleton
9_8,Standard Event #8,Standard Event #8,Aaron Doyle,Steven Keller,Michael Davis,Terence Heaney,James Jennings,Terry Nguyen,Ryan Hubbard,David Morris,Juan Bird,Elliott Phillips,Karoly Molnár,Travis Callahan,Luke Clark,James Dennis,Simon Taylor,Leslie Moore,Jeffery Williams,Marc Marks,Adam Milmo,Daniel Whitaker,Kyle Morales,Russell Warner,Pavel Čermák,Bryan Washington,Damon Peterson,Stephen Schwartz,Luis Arranz,Craig Smith,Harry Miles,Randall Miller,Michael Russell,Michael Sorgatz,Constantin Stănescu,Philip Hall,Mark Perry,Sean Taylor,Aidan Reardon,Billy Williams,Jose Lucero,Eric Welch,Jason Clark,Zachary Patel,Jeremy Freeman,Ethan Cox,Tomas Brožová,Christian Henry,Tyrone Payne,Huynh Phạm,Craig Jackson,Anthony Reid,Peter Miller,David Johnston,Dennis Lyons,Derek Wade,Chad Jones,Gary Allison,Bjorn Kjóisdóttir,Glen Day,Darrell Baker,Francisco Guajardo,Joseph Brady,Jesse West,Patrick Schmitz,Kevin Kent,Conor Lee,Timo Varis,Brandon Baker,Juan Prieto,Michel Auger,Christian Henry,Jonathan Flores,Anders Thomsen,Mark Estrada,Michael Hall,Michael Gordon,Manuel Manning,Lewis Glazier,Peter Steiger,David Munoz,Dale Howell,Charles Leonard,Darius Grimes,Frank Miller,Adam Franco,Oliver Smith,Joshua Church,Michael Johnson,Brian Robertson,Charlie Renehan,Priit Nõmmik,Derrick Snyder,Giuseppe Bernardini,Joe Heath,Ronald Wilcox,Constantin Albu,Danny Taylor,Seth Stephens,Shaun Burns,Michael Jäkel,Martin Simmons,Kevin Hensley,Andreas Weinhage,Andrew Collins,Timothy Hamilton,Abdul Shaw,Vasile Tomescu,Aaron Thompson,Daniel Jordan,Josh Boyce,Diogo Freitas,Anthony Gaines,Kaur Tamm,Patrick Watts,Shane Harris,Stephen Johnson,Duncan Wood,Evan Dasey,Eric Blake,Victor Jennings,Kevin Rowe,Antanas Žukauskas,John Krause,Mariusz Machowicz,Macauley McCluskey,Juan Gaytán,Kenneth Stokes,Joshua Stokes,Cory Davis,William Ortega,Tyler Maughan,Dieter Köster,Nathan Banks,Trevor Booker,Johnny Neal,Edward Riley,Michael Crawford,John Strickland,Keith Williams,Milan Paľovčík,Matthew Parks,Henry Kelly,Tony Olson,Yuto Matsumoto,Daniel Rosario,Mikael Selin,Callum Davison,Max Cartwright,David Garcia,Hugh Middleton,Jorge Barnes
9_9,Signature Event #2,Signature Event #2,Anders Thomsen,Duncan Wood,Diogo Freitas,Kevin Hensley,Steven Keller,Brandon Baker,Eric Welch,Callum Davison,John Krause,Leslie Moore,Tyler Maughan,Timothy Hamilton,Michael Davis,Mark Estrada,Jeffery Williams,Aidan Reardon,Constantin Albu,Daniel Whitaker,Adam Franco,Randall Miller,Billy Williams,Joshua Church,Frank Miller,Luis Arranz,Trevor Booker,Conor Lee,Russell Warner,Ethan Cox,Patrick Schmitz,Josh Boyce,Juan Bird,Ryan Hubbard,Macauley McCluskey,Aaron Doyle,Harry Miles,Giuseppe Bernardini,Juan Gaytán,Darrell Baker,David Morris,Mariusz Machowicz,Andrew Collins,Kevin Kent,Terry Nguyen,Jason Clark,Timo Varis,Priit Nõmmik,Constantin Stănescu,Michael Hall,Joe Heath,Evan Dasey,Philip Hall,Chad Jones,Michel Auger,Antanas Žukauskas,Adam Milmo,Glen Day,Darius Grimes,Charlie Renehan,Tyrone Payne,David Munoz,Travis Callahan,Kyle Morales,Derek Wade,Marc Marks,Kenneth Stokes,Kaur Tamm,Abdul Shaw,Nathan Banks,Bjorn Kjóisdóttir,Zachary Patel,Karoly Molnár,Shane Harris,Andreas Weinhage,Michael Gordon,Peter Steiger,James Dennis,Terence Heaney,Francisco Guajardo,Christian Henry,Luke Clark,Jeremy Freeman,Jonathan Flores,Max Cartwright,Daniel Jordan,Danny Taylor,Victor Jennings,David Garcia,Vasile Tomescu,Ronald Wilcox,Seth Stephens,Gary Allison,Jesse West,Manuel Manning,Oliver Smith,Peter Miller,David Johnston,Stephen Schwartz,Tomas Brožová,Martin Simmons,Jose Lucero,Sean Taylor,Jorge Barnes,Mark Perry,Derrick Snyder,Christian Henry,Dale Howell,Elliott Phillips,Michael Johnson,Dennis Lyons,Keith Williams,Michael Jäkel,Matthew Parks,Craig Smith,Stephen Johnson,William Ortega,Dieter Köster,Eric Blake,Kevin Rowe,Joseph Brady,Anthony Reid,Charles Leonard,Mikael Selin,Pavel Čermák,Juan Prieto,Cory Davis,John Strickland,Lewis Glazier,James Jennings,Huynh Phạm,Milan Paľovčík,Edward Riley,Daniel Rosario,Johnny Neal,Tony Olson,Patrick Watts,Damon Peterson,Michael Russell,Michael Sorgatz,Anthony Gaines,Shaun Burns,Henry Kelly,Bryan Washington,Simon Taylor,Craig Jackson,Brian Robertson,Michael Crawford,Joshua Stokes,Aaron Thompson,Yuto Matsumoto,Hugh Middleton
9_10,Mini Major,Continental Championship,Peter Steiger,Vasile Tomescu,Constantin Albu,Joseph Brady,Kyle Morales,Philip Hall,Michael Johnson,Mariusz Machowicz,Damon Peterson,Darius Grimes,Christian Henry,Huynh Phạm,Diogo Freitas,Kaur Tamm,Leslie Moore,Priit Nõmmik,Charles Leonard,Frank Miller,Aaron Doyle,Bryan Washington,Travis Callahan,Randall Miller,William Ortega,Elliott Phillips,Luke Clark,Mark Estrada,Jeremy Freeman,Tomas Brožová,Juan Bird,Cory Davis,John Krause,Craig Smith,Gary Allison,Terence Heaney,Christian Henry,Eric Welch,Jesse West,Darrell Baker,Ethan Cox,Patrick Schmitz,Bjorn Kjóisdóttir,Anders Thomsen,Michael Gordon,Glen Day,Russell Warner,Brandon Baker,Anthony Reid,Manuel Manning,Jeffery Williams,Abdul Shaw,Stephen Johnson,Timothy Hamilton,Conor Lee,Martin Simmons,Juan Gaytán,Callum Davison,Kevin Kent,Constantin Stănescu,James Dennis,Dale Howell,Pavel Čermák,Adam Milmo,Steven Keller,Macauley McCluskey,Daniel Jordan,David Garcia,Dennis Lyons,Karoly Molnár,Jason Clark,Antanas Žukauskas,Seth Stephens,Craig Jackson,Kevin Rowe,Dieter Köster,Derek Wade,Adam Franco,Oliver Smith,Keith Williams,Lewis Glazier,Shane Harris,Yuto Matsumoto,David Morris,Trevor Booker,Daniel Whitaker,Marc Marks,Ronald Wilcox,Tyler Maughan,Milan Paľovčík,Joshua Church,Timo Varis,Tyrone Payne,Ryan Hubbard,Nathan Banks,Joshua Stokes,Michael Davis,Sean Taylor,Eric Blake,Derrick Snyder,Kevin Hensley,Michael Hall,Josh Boyce,David Johnston,Luis Arranz,Mark Perry,Juan Prieto,Joe Heath,Stephen Schwartz,Evan Dasey,Michael Russell,Peter Miller,Charlie Renehan,Victor Jennings,Danny Taylor,Max Cartwright,Michael Sorgatz,Jose Lucero,Michael Jäkel,David Munoz,Zachary Patel,Andreas Weinhage,Harry Miles,James Jennings,Duncan Wood,Patrick Watts,Michael Crawford,Chad Jones,Simon Taylor,Edward Riley,Kenneth Stokes,Mikael Selin,John Strickland,Aaron Thompson,Brian Robertson,Terry Nguyen,Francisco Guajardo,Daniel Rosario,Billy Williams,Giuseppe Bernardini,Andrew Collins,Anthony Gaines,Matthew Parks,Aidan Reardon,Michel Auger,Tony Olson,Shaun Burns,Hugh Middleton,Jonathan Flores,Henry Kelly,Jorge Barnes,Johnny Neal
