season_event,event_type,event_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
2_1,Signature Event #1,Signature Event #1,Constantin Albu,Darius Grimes,Luis Arranz,Kyle Morales,Elliott Phillips,Mark Perry,Kevin Kent,Terence Heaney,Ethan Cox,Michael Davis,Jose Lucero,Harry Miles,Sean Taylor,Jesse West,Bjorn Kjóisdóttir,Manuel Manning,Randall Miller,Timo Varis,Francisco Guajardo,Klaus Reindl,James Jennings,Tomas Brožová,Dillon Stanley,Malcolm Chambers,Martin Simmons,Michael Gordon,Nicholas Taylor,Zachary Patel,Patrick Schmitz,Deaglan Brannelly,Nathan Banks,Jonathan Thompson,Damon Peterson,Duncan Wood,Jozsef Horváth,Adam Franco,Aidan Reardon,Luis Fuertes,Daniel Wagner,Anthony Evans,Andrew Collins,Leslie Moore,Cole Smith,Jeremy Freeman,Kaur Tamm,Michael Nash,Jeffery Williams,Kieran Day,Peter Heß,Andre White,Ferenc Kiss,Charles Leonard,Karoly Molnár,Dylan Edwards,Adam Milmo,Stephen Robinson,Luke Clark,Craig Jackson,Milan Paľovčík,Timothy Best,Tony Allen,Diogo Freitas,Chad Jones,Steven Acosta,Trevor Booker,David Munoz,Thomas Rogers,Charles Smith,David Ruiz,Tyler Maughan,Casey Gutierrez,Richard Wilkins,Steven Keller,Pedro Fuller,Widodo Ramadan,Reuben Comber,Mati Soosaar,Charles Wilson,Daniel Whitaker,James Dyer,Mark Estrada,Hans Otto,Erik Brandt,Christopher Dudley,Feargal Hanley,Ethan Mann,Raivo Rosin,Erik Gonzalez,Tomasz Cegła,Daniel Townsend,Joe Heath,Francois Landry,William Ortega,Timothy Hamilton,Travis Callahan,Ryan Hubbard,Billy Williams,David Kennedy,Vasile Tomescu,Aaron Doyle,Marc Rodriguez,Dennis Lyons,Michael Crawford,Austin Love,Michael Johnson,David Johnston,Josh Boyce,Mike Harris,Anthony Reid,Samuel Gates,Gareth Saunders,Erik Palmer,David Arreola,Michael Griffith,Lewis Jones,Kevin Roberts,Duane Wood,Robert Lee,Nuno Antunes,James Dennis,Edgars Turiņš,Jordan Powers,Callum Davison,Peter Cook,Logan Odonnell,Frank Cole,Geoffrey Miller,Gavin Potter,Ante Jerič,Jermaine Foster,Gary Jacobson,Peteris Krēsliņa,Mark Hanson,Dieter Mentzel,Timothy Kaiser,Klaus Frühwirth,Jay Montoya,Matthew Bond,Robert Jones,Francois Lebon,Francisco Silva,William Williams,James Frazier,Dragan Orlić,Edwin Mercer,Jonathan King,George Stokes,Roger Garner,Hans Rogge,Blake West
2_2,Standard Event #2,Standard Event #2,Kevin Kent,Constantin Albu,Andrew Collins,Randall Miller,Vasile Tomescu,Charles Leonard,Samuel Gates,Chad Jones,Ethan Cox,Kyle Morales,Adam Franco,Mark Perry,Darius Grimes,Leslie Moore,Kieran Day,Jeremy Freeman,Patrick Schmitz,Joe Heath,Ryan Hubbard,Timothy Hamilton,Francisco Guajardo,Aidan Reardon,Mark Estrada,Reuben Comber,Zachary Patel,Adam Milmo,Cole Smith,Ferenc Kiss,Bjorn Kjóisdóttir,Jeffery Williams,Jozsef Horváth,Luis Fuertes,Diogo Freitas,Austin Love,Damon Peterson,Timo Varis,Manuel Manning,Jonathan Thompson,Dillon Stanley,David Munoz,Nicholas Taylor,Jesse West,Jay Montoya,Trevor Booker,Michael Crawford,Tomas Brožová,Kevin Roberts,Michael Gordon,Jose Lucero,Daniel Wagner,Luis Arranz,Peter Cook,Timothy Best,James Dennis,Jermaine Foster,William Ortega,Duncan Wood,Deaglan Brannelly,Anthony Reid,Stephen Robinson,Aaron Doyle,David Arreola,Sean Taylor,Widodo Ramadan,Klaus Frühwirth,Martin Simmons,Elliott Phillips,Dennis Lyons,Travis Callahan,James Dyer,Milan Paľovčík,Luke Clark,Feargal Hanley,Gareth Saunders,Erik Brandt,Craig Jackson,Ethan Mann,Edgars Turiņš,Billy Williams,William Williams,Anthony Evans,Tomasz Cegła,Terence Heaney,Logan Odonnell,Mati Soosaar,Ante Jerič,Karoly Molnár,Michael Davis,Kaur Tamm,Erik Gonzalez,Thomas Rogers,Tony Allen,Harry Miles,James Jennings,David Kennedy,Geoffrey Miller,Edwin Mercer,Pedro Fuller,Francois Lebon,Robert Jones,Raivo Rosin,Gavin Potter,Josh Boyce,Francois Landry,Christopher Dudley,Daniel Townsend,Frank Cole,David Ruiz,Callum Davison,Tyler Maughan,James Frazier,Hans Otto,Peter Heß,Michael Johnson,Klaus Reindl,Francisco Silva,Duane Wood,Nuno Antunes,Erik Palmer,Nathan Banks,Michael Nash,Lewis Jones,Malcolm Chambers,Steven Keller,Richard Wilkins,David Johnston,Charles Wilson,Marc Rodriguez,Andre White,Casey Gutierrez,Robert Lee,Daniel Whitaker,Charles Smith,Dylan Edwards,Gary Jacobson,Michael Griffith,Dieter Mentzel,Jordan Powers,Steven Acosta,Mike Harris,Dragan Orlić,Peteris Krēsliņa,Blake West,Timothy Kaiser,Roger Garner,Mark Hanson,Jonathan King,Hans Rogge,Matthew Bond,George Stokes
2_3,Standard Invitational #1,Standard Invitational #1,Leslie Moore,Andrew Collins,Constantin Albu,Kevin Kent,Adam Milmo,Diogo Freitas,Patrick Schmitz,Jozsef Horváth,Michael Davis,Charles Leonard,Darius Grimes,Terence Heaney,Peter Cook,Chad Jones,Randall Miller,Martin Simmons,Luis Arranz,Craig Jackson,David Ruiz,Ethan Cox,Michael Johnson,Harry Miles,Gareth Saunders,Joe Heath,Karoly Molnár,David Munoz,David Kennedy,Mark Estrada,James Jennings,Trevor Booker,Duane Wood,Dillon Stanley,Michael Gordon,Samuel Gates,Manuel Manning,Daniel Wagner,Elliott Phillips,Billy Williams,Kevin Roberts,Reuben Comber,Jose Lucero,Michael Crawford,Daniel Whitaker,Ferenc Kiss,William Ortega,Jeremy Freeman,Michael Griffith,Adam Franco,Travis Callahan,Edgars Turiņš,Anthony Evans,Thomas Rogers,Austin Love,Steven Acosta,Mati Soosaar,Callum Davison,Logan Odonnell,Charles Smith,Tomas Brožová,Erik Brandt,Jeffery Williams,Francois Lebon,Damon Peterson,Jay Montoya,Casey Gutierrez,Deaglan Brannelly,Christopher Dudley,Duncan Wood,Luis Fuertes,Josh Boyce,Mark Perry,Feargal Hanley,Andre White,Kaur Tamm,Kyle Morales,Timothy Best,Mike Harris,Francisco Silva,Dennis Lyons,Pedro Fuller,Francisco Guajardo,Vasile Tomescu,James Dyer,David Arreola,Ryan Hubbard,William Williams,Nathan Banks,Bjorn Kjóisdóttir,Aidan Reardon,Tyler Maughan,James Frazier,Klaus Reindl,Widodo Ramadan,Timo Varis,Aaron Doyle,Ethan Mann,Tomasz Cegła,Ante Jerič,Luke Clark,Anthony Reid,Dylan Edwards,Robert Lee,Peter Heß,Jordan Powers,Edwin Mercer,Nicholas Taylor,Jesse West,Jonathan Thompson,Hans Otto,Steven Keller,Tony Allen,Kieran Day,Sean Taylor,Michael Nash,Frank Cole,Erik Gonzalez,Cole Smith,Geoffrey Miller,Charles Wilson,Richard Wilkins,Nuno Antunes,James Dennis,Zachary Patel,Stephen Robinson,Jonathan King,Timothy Hamilton,Milan Paľovčík,Klaus Frühwirth,David Johnston,Timothy Kaiser,Jermaine Foster,Malcolm Chambers,Raivo Rosin,Robert Jones,Gavin Potter,Marc Rodriguez,Peteris Krēsliņa,Gary Jacobson,Francois Landry,Erik Palmer,Mark Hanson,Dieter Mentzel,Daniel Townsend,Dragan Orlić,Blake West,Roger Garner,Matthew Bond,Lewis Jones,George Stokes,Hans Rogge
2_4,Standard Event #4,Standard Event #4,Patrick Schmitz,Leslie Moore,Luis Arranz,Kyle Morales,Mark Perry,Jozsef Horváth,Adam Milmo,Andrew Collins,Duncan Wood,Sean Taylor,Michael Davis,Ethan Cox,Billy Williams,Jesse West,Luke Clark,Tyler Maughan,Nathan Banks,Timothy Hamilton,Manuel Manning,James Jennings,Ryan Hubbard,Jeremy Freeman,Terence Heaney,Andre White,Kieran Day,Malcolm Chambers,Michael Gordon,Dillon Stanley,Constantin Albu,David Kennedy,Thomas Rogers,David Ruiz,Milan Paľovčík,Luis Fuertes,Widodo Ramadan,Anthony Reid,Klaus Reindl,Karoly Molnár,Dylan Edwards,Edgars Turiņš,Diogo Freitas,Michael Johnson,Christopher Dudley,James Dennis,Steven Keller,Michael Crawford,Aaron Doyle,Kevin Kent,Gareth Saunders,Jeffery Williams,David Munoz,Feargal Hanley,Michael Nash,Adam Franco,Elliott Phillips,Travis Callahan,Damon Peterson,Charles Leonard,Charles Smith,Darius Grimes,Tomas Brožová,Deaglan Brannelly,Hans Otto,Jay Montoya,Bjorn Kjóisdóttir,Kaur Tamm,Ante Jerič,Harry Miles,Ferenc Kiss,Anthony Evans,Logan Odonnell,Marc Rodriguez,Nicholas Taylor,Erik Gonzalez,Dennis Lyons,Randall Miller,Vasile Tomescu,Zachary Patel,Chad Jones,Ethan Mann,Francois Lebon,Francois Landry,Robert Jones,Reuben Comber,Richard Wilkins,Aidan Reardon,Jose Lucero,Peter Heß,David Johnston,Michael Griffith,Jermaine Foster,Daniel Whitaker,David Arreola,Erik Brandt,Martin Simmons,Mark Estrada,William Williams,Klaus Frühwirth,Tony Allen,Stephen Robinson,Callum Davison,Edwin Mercer,Mike Harris,Austin Love,Mati Soosaar,Peter Cook,William Ortega,Geoffrey Miller,Jonathan Thompson,Samuel Gates,Dieter Mentzel,Craig Jackson,Tomasz Cegła,Francisco Silva,Joe Heath,Frank Cole,Erik Palmer,Trevor Booker,Duane Wood,James Frazier,Francisco Guajardo,Josh Boyce,Raivo Rosin,Jonathan King,Casey Gutierrez,Cole Smith,Daniel Wagner,Timo Varis,Robert Lee,Gary Jacobson,Nuno Antunes,James Dyer,Kevin Roberts,Daniel Townsend,Charles Wilson,Dragan Orlić,Timothy Kaiser,Steven Acosta,Timothy Best,Pedro Fuller,Gavin Potter,Lewis Jones,Jordan Powers,Mark Hanson,Roger Garner,Peteris Krēsliņa,Matthew Bond,Hans Rogge,George Stokes,Blake West
2_5,Standard Event #3,Standard Event #3,Darius Grimes,Adam Franco,Kyle Morales,Patrick Schmitz,Mark Perry,Chad Jones,Adam Milmo,Kevin Kent,Travis Callahan,Vasile Tomescu,Ethan Cox,Luke Clark,Leslie Moore,Ryan Hubbard,Nathan Banks,Charles Leonard,Michael Nash,Tyler Maughan,Peter Cook,Francisco Guajardo,Deaglan Brannelly,David Ruiz,Constantin Albu,Aaron Doyle,William Ortega,Christopher Dudley,Jose Lucero,Nicholas Taylor,Steven Keller,Austin Love,Timothy Hamilton,Jeremy Freeman,Elliott Phillips,Widodo Ramadan,Hans Otto,Damon Peterson,Anthony Reid,Billy Williams,Manuel Manning,Kieran Day,Thomas Rogers,Dennis Lyons,James Dyer,Sean Taylor,Michael Crawford,Michael Johnson,Aidan Reardon,Erik Gonzalez,Luis Fuertes,Diogo Freitas,Trevor Booker,Ferenc Kiss,Luis Arranz,Jermaine Foster,Dillon Stanley,Randall Miller,Tony Allen,Jesse West,Erik Brandt,Samuel Gates,Daniel Wagner,Martin Simmons,Dylan Edwards,Klaus Reindl,Craig Jackson,James Jennings,Milan Paľovčík,Reuben Comber,Charles Smith,Logan Odonnell,Bjorn Kjóisdóttir,David Kennedy,Mark Estrada,Joe Heath,Richard Wilkins,Andrew Collins,Marc Rodriguez,Duane Wood,Kaur Tamm,Robert Lee,Harry Miles,Tomasz Cegła,Ethan Mann,Daniel Whitaker,Michael Davis,Jeffery Williams,Feargal Hanley,Charles Wilson,Josh Boyce,Erik Palmer,Gavin Potter,Jozsef Horváth,David Johnston,Gary Jacobson,Jordan Powers,Michael Griffith,Geoffrey Miller,William Williams,Stephen Robinson,Terence Heaney,Gareth Saunders,Anthony Evans,Nuno Antunes,Casey Gutierrez,Tomas Brožová,Kevin Roberts,Duncan Wood,Zachary Patel,Mati Soosaar,Karoly Molnár,Jay Montoya,Lewis Jones,James Dennis,Frank Cole,Timo Varis,David Arreola,James Frazier,Timothy Best,Jonathan Thompson,Daniel Townsend,Callum Davison,Michael Gordon,Peter Heß,Andre White,Edgars Turiņš,Francisco Silva,Klaus Frühwirth,David Munoz,Malcolm Chambers,Ante Jerič,Francois Lebon,Jonathan King,Steven Acosta,Cole Smith,Robert Jones,Mark Hanson,Mike Harris,Edwin Mercer,Raivo Rosin,Francois Landry,Hans Rogge,Dieter Mentzel,Pedro Fuller,Dragan Orlić,Peteris Krēsliņa,Roger Garner,Matthew Bond,Blake West,George Stokes,Timothy Kaiser
2_6,Standard Event #6,Standard Event #6,Kevin Kent,Kyle Morales,Diogo Freitas,Leslie Moore,Mark Perry,Chad Jones,Adam Franco,Darius Grimes,Samuel Gates,Trevor Booker,Travis Callahan,Jozsef Horváth,Kaur Tamm,Joe Heath,Terence Heaney,Randall Miller,Michael Davis,Elliott Phillips,Aaron Doyle,Jeffery Williams,Ethan Cox,Tomas Brožová,Billy Williams,Vasile Tomescu,Andrew Collins,Dillon Stanley,Timo Varis,Jose Lucero,Aidan Reardon,Constantin Albu,Mark Estrada,Callum Davison,Thomas Rogers,Jeremy Freeman,Luis Arranz,Peter Cook,Andre White,Josh Boyce,Adam Milmo,David Ruiz,Jesse West,Sean Taylor,Ryan Hubbard,Michael Gordon,Tomasz Cegła,David Kennedy,Dennis Lyons,Duncan Wood,Logan Odonnell,Nicholas Taylor,Charles Leonard,Peter Heß,Edgars Turiņš,Ethan Mann,Francisco Guajardo,Erik Gonzalez,Patrick Schmitz,Damon Peterson,Craig Jackson,Duane Wood,Hans Otto,Manuel Manning,James Frazier,Jermaine Foster,Robert Jones,Erik Brandt,James Jennings,Anthony Evans,Bjorn Kjóisdóttir,Tony Allen,Karoly Molnár,Ante Jerič,James Dennis,Gary Jacobson,Timothy Best,Michael Johnson,Cole Smith,Francisco Silva,Luke Clark,Dieter Mentzel,David Munoz,Klaus Frühwirth,Martin Simmons,Gavin Potter,Michael Griffith,Nathan Banks,Daniel Wagner,Marc Rodriguez,Richard Wilkins,Zachary Patel,William Williams,Harry Miles,Widodo Ramadan,Dylan Edwards,Daniel Whitaker,Charles Wilson,Reuben Comber,Milan Paľovčík,Klaus Reindl,Jay Montoya,Michael Nash,Christopher Dudley,Timothy Hamilton,Kieran Day,Deaglan Brannelly,William Ortega,Steven Keller,Austin Love,Feargal Hanley,Francois Landry,Francois Lebon,Geoffrey Miller,Kevin Roberts,Anthony Reid,David Johnston,Casey Gutierrez,Charles Smith,Lewis Jones,Stephen Robinson,Ferenc Kiss,Mark Hanson,Michael Crawford,Dragan Orlić,Malcolm Chambers,Jonathan Thompson,Peteris Krēsliņa,Tyler Maughan,Luis Fuertes,Frank Cole,Jonathan King,David Arreola,Mike Harris,Nuno Antunes,Robert Lee,Gareth Saunders,Daniel Townsend,James Dyer,Jordan Powers,Erik Palmer,Edwin Mercer,Steven Acosta,Mati Soosaar,Roger Garner,Raivo Rosin,Timothy Kaiser,Pedro Fuller,Matthew Bond,George Stokes,Blake West,Hans Rogge
2_7,Standard Invitational #3,Standard Invitational #3,Kevin Kent,Patrick Schmitz,Kyle Morales,Andrew Collins,Randall Miller,Jozsef Horváth,Elliott Phillips,Diogo Freitas,Chad Jones,Joe Heath,Jeremy Freeman,Edgars Turiņš,Ethan Cox,Terence Heaney,Adam Milmo,Craig Jackson,Michael Nash,William Ortega,Harry Miles,Tomas Brožová,Thomas Rogers,Dennis Lyons,Charles Leonard,Milan Paľovčík,Leslie Moore,Kieran Day,Billy Williams,Jeffery Williams,Travis Callahan,Dillon Stanley,Timothy Hamilton,Luis Arranz,Karoly Molnár,Hans Otto,James Frazier,Sean Taylor,Christopher Dudley,Vasile Tomescu,Malcolm Chambers,Callum Davison,David Kennedy,Anthony Reid,Duane Wood,Daniel Whitaker,Jose Lucero,Constantin Albu,Mark Perry,Erik Gonzalez,David Munoz,Adam Franco,Duncan Wood,Ante Jerič,Andre White,Stephen Robinson,Manuel Manning,Francisco Guajardo,Deaglan Brannelly,Ryan Hubbard,Klaus Frühwirth,Darius Grimes,Tomasz Cegła,Peter Heß,Jesse West,Nathan Banks,Robert Lee,Bjorn Kjóisdóttir,Zachary Patel,Austin Love,Tyler Maughan,Michael Davis,Michael Griffith,Aidan Reardon,Kaur Tamm,Nuno Antunes,Francisco Silva,Nicholas Taylor,Samuel Gates,Dylan Edwards,Francois Landry,Luis Fuertes,Michael Johnson,Marc Rodriguez,Casey Gutierrez,Tony Allen,Logan Odonnell,Geoffrey Miller,David Ruiz,Ethan Mann,Frank Cole,Gary Jacobson,Francois Lebon,Damon Peterson,Aaron Doyle,Jonathan Thompson,Martin Simmons,Feargal Hanley,Trevor Booker,James Jennings,David Arreola,Gavin Potter,James Dennis,Luke Clark,Raivo Rosin,Mark Estrada,David Johnston,Dieter Mentzel,Mati Soosaar,Peter Cook,Timo Varis,Mark Hanson,Timothy Best,Gareth Saunders,Kevin Roberts,Reuben Comber,Steven Keller,Widodo Ramadan,Michael Gordon,Jordan Powers,William Williams,Charles Smith,Pedro Fuller,Josh Boyce,Jermaine Foster,Timothy Kaiser,Erik Palmer,Michael Crawford,Peteris Krēsliņa,Robert Jones,Daniel Townsend,Mike Harris,James Dyer,Jonathan King,Daniel Wagner,Cole Smith,Jay Montoya,Charles Wilson,Ferenc Kiss,Anthony Evans,Erik Brandt,Klaus Reindl,Lewis Jones,Steven Acosta,Edwin Mercer,Matthew Bond,Richard Wilkins,Hans Rogge,Dragan Orlić,Roger Garner,Blake West,George Stokes
2_8,Standard Event #8,Standard Event #8,Christopher Dudley,Kevin Kent,Adam Milmo,Duncan Wood,Elliott Phillips,Andrew Collins,Harry Miles,Darius Grimes,Michael Davis,Terence Heaney,Adam Franco,Trevor Booker,Constantin Albu,Tomas Brožová,Aidan Reardon,Travis Callahan,Jeffery Williams,Jesse West,Callum Davison,Manuel Manning,Peter Cook,Michael Gordon,Aaron Doyle,Luis Fuertes,David Ruiz,Sean Taylor,Gareth Saunders,Kieran Day,Jozsef Horváth,Luis Arranz,Kyle Morales,Deaglan Brannelly,Austin Love,Milan Paľovčík,Kaur Tamm,Charles Leonard,Erik Gonzalez,Feargal Hanley,Reuben Comber,Samuel Gates,Timo Varis,Patrick Schmitz,Leslie Moore,Klaus Frühwirth,Diogo Freitas,Logan Odonnell,Daniel Whitaker,Mark Perry,James Jennings,Billy Williams,David Kennedy,Thomas Rogers,Ante Jerič,Cole Smith,Hans Otto,Tomasz Cegła,Francisco Guajardo,Steven Keller,Chad Jones,Jay Montoya,Vasile Tomescu,Randall Miller,Jeremy Freeman,Casey Gutierrez,James Dennis,Luke Clark,Malcolm Chambers,Ethan Cox,Dennis Lyons,Stephen Robinson,Jonathan Thompson,James Frazier,David Arreola,Joe Heath,Francois Lebon,James Dyer,Charles Wilson,Zachary Patel,Francisco Silva,Craig Jackson,Damon Peterson,William Ortega,Ryan Hubbard,Erik Palmer,David Munoz,Anthony Reid,Marc Rodriguez,Kevin Roberts,Bjorn Kjóisdóttir,Widodo Ramadan,Gavin Potter,Daniel Townsend,Mark Estrada,Nathan Banks,Francois Landry,Tony Allen,Martin Simmons,Michael Nash,Geoffrey Miller,Timothy Best,David Johnston,Timothy Hamilton,Edgars Turiņš,Robert Jones,Raivo Rosin,Tyler Maughan,William Williams,Erik Brandt,Jermaine Foster,Mati Soosaar,Karoly Molnár,Jose Lucero,Josh Boyce,Nicholas Taylor,Dillon Stanley,Daniel Wagner,Dragan Orlić,Dylan Edwards,Michael Johnson,Ethan Mann,Michael Crawford,Michael Griffith,Duane Wood,Richard Wilkins,Klaus Reindl,Andre White,Robert Lee,Frank Cole,Charles Smith,Peter Heß,Nuno Antunes,Mike Harris,Lewis Jones,Jordan Powers,Peteris Krēsliņa,Timothy Kaiser,Roger Garner,Gary Jacobson,Steven Acosta,Dieter Mentzel,Ferenc Kiss,Jonathan King,Anthony Evans,Matthew Bond,Edwin Mercer,Pedro Fuller,Mark Hanson,Hans Rogge,George Stokes,Blake West
2_9,Signature Event #2,Signature Event #2,Darius Grimes,Leslie Moore,Aaron Doyle,Randall Miller,Kevin Kent,Constantin Albu,Samuel Gates,Vasile Tomescu,Michael Davis,Kyle Morales,Patrick Schmitz,Jeffery Williams,Diogo Freitas,Travis Callahan,Martin Simmons,Jeremy Freeman,Jesse West,Thomas Rogers,Michael Nash,Anthony Reid,Edgars Turiņš,Peter Cook,Kaur Tamm,Adam Milmo,Billy Williams,Trevor Booker,Kieran Day,Feargal Hanley,Aidan Reardon,Tomas Brožová,Michael Johnson,Klaus Reindl,Timothy Hamilton,James Dennis,Ryan Hubbard,William Ortega,Damon Peterson,Charles Leonard,Francisco Guajardo,Tomasz Cegła,Reuben Comber,Andre White,James Frazier,Timo Varis,Luke Clark,Luis Fuertes,Casey Gutierrez,David Kennedy,James Jennings,Steven Keller,Bjorn Kjóisdóttir,Nicholas Taylor,Callum Davison,Austin Love,Adam Franco,Erik Brandt,Jay Montoya,Gary Jacobson,Joe Heath,Chad Jones,Mark Perry,Daniel Wagner,Timothy Best,Logan Odonnell,Luis Arranz,Nuno Antunes,Frank Cole,Duane Wood,Dennis Lyons,Daniel Townsend,Manuel Manning,Dillon Stanley,Michael Crawford,Duncan Wood,Erik Gonzalez,Craig Jackson,Terence Heaney,Zachary Patel,Andrew Collins,Mark Estrada,Sean Taylor,David Munoz,Hans Otto,Cole Smith,Ante Jerič,Jermaine Foster,Jonathan Thompson,Deaglan Brannelly,Nathan Banks,Jose Lucero,Harry Miles,Elliott Phillips,Tyler Maughan,Christopher Dudley,Malcolm Chambers,Richard Wilkins,Francois Lebon,Ferenc Kiss,Kevin Roberts,Robert Lee,Steven Acosta,Gavin Potter,Pedro Fuller,Jozsef Horváth,Milan Paľovčík,Ethan Mann,Peter Heß,Michael Griffith,Karoly Molnár,Ethan Cox,Jordan Powers,William Williams,Widodo Ramadan,David Johnston,Michael Gordon,Daniel Whitaker,Marc Rodriguez,Gareth Saunders,David Ruiz,Erik Palmer,Raivo Rosin,Mark Hanson,Klaus Frühwirth,Tony Allen,Robert Jones,Josh Boyce,James Dyer,Dylan Edwards,Mike Harris,Peteris Krēsliņa,Stephen Robinson,David Arreola,Dieter Mentzel,Charles Smith,Jonathan King,Edwin Mercer,Francois Landry,Charles Wilson,Francisco Silva,Mati Soosaar,Matthew Bond,Dragan Orlić,Geoffrey Miller,Anthony Evans,Lewis Jones,Timothy Kaiser,Roger Garner,George Stokes,Blake West,Hans Rogge
2_10,Mini Major,Continental Championship,Patrick Schmitz,Leslie Moore,Elliott Phillips,Luis Arranz,Constantin Albu,Ethan Cox,Christopher Dudley,Charles Leonard,Kaur Tamm,Dillon Stanley,David Ruiz,Samuel Gates,Travis Callahan,Kevin Kent,Adam Franco,Jose Lucero,James Dennis,David Johnston,Craig Jackson,Timothy Hamilton,Milan Paľovčík,Peter Cook,Timo Varis,Michael Johnson,Darius Grimes,Adam Milmo,Thomas Rogers,Timothy Best,Ryan Hubbard,Erik Gonzalez,Michael Davis,David Munoz,Kyle Morales,Edgars Turiņš,Diogo Freitas,Zachary Patel,Andre White,Michael Gordon,Daniel Wagner,Ethan Mann,Jozsef Horváth,Randall Miller,Gareth Saunders,James Jennings,Widodo Ramadan,Andrew Collins,Hans Otto,Sean Taylor,Feargal Hanley,Reuben Comber,Dylan Edwards,James Frazier,Klaus Frühwirth,Jay Montoya,Manuel Manning,Francisco Silva,Peter Heß,Duncan Wood,Chad Jones,Jermaine Foster,Aidan Reardon,Mati Soosaar,Erik Brandt,Luke Clark,Aaron Doyle,Terence Heaney,Ante Jerič,Tomasz Cegła,Jonathan Thompson,Tomas Brožová,Jesse West,William Ortega,Mark Perry,Mark Hanson,Mark Estrada,Deaglan Brannelly,Vasile Tomescu,Karoly Molnár,Joe Heath,Jordan Powers,Luis Fuertes,Bjorn Kjóisdóttir,Steven Acosta,Robert Jones,Jeremy Freeman,Josh Boyce,Tony Allen,Francisco Guajardo,Damon Peterson,Kieran Day,Duane Wood,Jeffery Williams,Kevin Roberts,Daniel Townsend,Marc Rodriguez,Tyler Maughan,Austin Love,Trevor Booker,Anthony Reid,James Dyer,Stephen Robinson,Harry Miles,Billy Williams,David Kennedy,Malcolm Chambers,Charles Wilson,Michael Crawford,David Arreola,Callum Davison,Raivo Rosin,Nathan Banks,Charles Smith,Nicholas Taylor,Martin Simmons,Michael Nash,Anthony Evans,Robert Lee,Edwin Mercer,Pedro Fuller,Dennis Lyons,Casey Gutierrez,Gavin Potter,Nuno Antunes,Klaus Reindl,Cole Smith,Erik Palmer,Richard Wilkins,Frank Cole,Daniel Whitaker,Michael Griffith,Geoffrey Miller,Francois Landry,Roger Garner,Dieter Mentzel,Peteris Krēsliņa,Logan Odonnell,Steven Keller,Jonathan King,Dragan Orlić,William Williams,Gary Jacobson,Ferenc Kiss,Mike Harris,Matthew Bond,Timothy Kaiser,Francois Lebon,George Stokes,Hans Rogge,Lewis Jones,Blake West
