event_code,season,first_place,second_place,third_place,fourth_place,fifth_place,sixth_place,seventh_place,eighth_place,ninth_place,tenth_place
STA_8,1,Andrew Collins,Karoly Molnár,Jozsef Horváth,Randall Miller,Austin Love,Billy Williams,Nicholas Taylor,David Johnston,Kaur Tamm,David Munoz
STA_8,2,Andrew Collins,Kevin Kent,Luis Arranz,Darius Grimes,Patrick Schmitz,Vasile Tomescu,Leslie Moore,Aaron Doyle,Jozsef Horváth,Nicholas Taylor
STA_8,3,Ethan Cox,Darius Grimes,Harry Miles,Karoly Molnár,Travis Callahan,Sean Taylor,Constantin Albu,Vasile Tomescu,Jeffery Williams,Luke Clark
STA_8,4,Sean Taylor,Ryan Hubbard,Aidan Reardon,David Munoz,Milan Paľovčík,Martin Simmons,Frank Cole,Craig Smith,Adam Franco,Edgars Turiņš
STA_8,5,Travis Callahan,Martin Simmons,Tomas Brožová,Luis Arranz,Manuel Manning,Darius Grimes,Tyler Maughan,Jesse West,Joe Heath,Anders Thomsen
STA_8,6,William Ortega,Kevin Kent,Craig Jackson,Simon Wilson,Michael Davis,Jesse West,Russell Warner,Randall Miller,Bjorn Kjóisdóttir,Vasile Tomescu
STA_8,7,Jesse West,Karoly Molnár,Mark Estrada,Darius Grimes,Constantin Albu,Zachary Patel,Harry Miles,Craig Smith,Darrell Baker,Charles Leonard
STA_8,8,Kevin Kent,Anthony Gaines,Elliott Phillips,Mark Estrada,Terry Nguyen,Manuel Manning,Michael Johnson,Patrick Bennett,Trevor Booker,Jesse West
STA_8,9,Kevin Kent,Aidan Reardon,James Jennings,Darius Grimes,Danny Taylor,Bjorn Kjóisdóttir,Michael Davis,Luis Arranz,Terence Heaney,Evan Dasey
STA_8,10,Michael Jäkel,Michael Gordon,James Dennis,Philip Hall,Joshua Church,Travis Callahan,Martin Simmons,Peter Steiger,Kevin Thomas,Josh Boyce
