event_code,season,first_place,second_place,third_place,fourth_place,fifth_place,sixth_place,seventh_place,eighth_place,ninth_place,tenth_place
INV_6,1,Ethan Cox,James Dyer,Michael Johnson,David Johnston,David Munoz,Timo Varis,Karoly Molnár,Travis Callahan,Jesse West,Adam Franco
INV_6,2,Patrick Schmitz,Luis Arranz,Jeffery Williams,Elliott Phillips,Vasile Tomescu,Joe Heath,Nicholas Taylor,Constantin Albu,Zachary Patel,Darius Grimes
INV_6,3,Jesse West,William Ortega,Mark Estrada,Jeffery Williams,Karoly Molnár,Joe Heath,Jeremy Freeman,Vasile Tomescu,David Kennedy,Adam Milmo
INV_6,4,Jeremy Freeman,Austin Love,Tyler Maughan,Bjorn Kjóisdóttir,Luke Clark,Mark Estrada,James Dennis,Randall Miller,Michael Gordon,Deaglan Brannelly
INV_6,5,Pavel Čermák,Sean Taylor,Diogo Freitas,Vasile Tomescu,Frank Cole,Brandon Baker,Travis Callahan,Conor Lee,Michael Crawford,Luis Arranz
INV_6,6,Mark Estrada,Bjorn Kjóisdóttir,Leslie Moore,Zachary Patel,David Thomas,Christian Henry,Patrick Bennett,Gheorghe Dumitrescu,Trevor Booker,Timothy Hamilton
INV_6,7,Russell Warner,Aidan Reardon,Ethan Cox,Michael Jäkel,Christopher Dudley,Damon Peterson,Terry Nguyen,Adam Franco,Dennis Lyons,William Ortega
INV_6,8,Chad Jones,Josh Boyce,Anders Thomsen,Constantin Albu,Pavel Čermák,Kevin Kent,Vasile Tomescu,Luis Arranz,Karoly Molnár,Dennis Lyons
INV_6,9,Milan Paľovčík,Charles Leonard,Kevin Kent,Anders Thomsen,Joe Heath,Josh Boyce,Sean Taylor,Peter Steiger,Juan Prieto,Michael Johnson
INV_6,10,Conor Lee,Juan Bird,Aidan Reardon,Joe Hayes,Michael Crawford,Stephen Schwartz,Huynh Phạm,Jesse West,Michael Davis,Leslie Moore
