event_code,season,first_place,second_place,third_place,fourth_place,fifth_place,sixth_place,seventh_place,eighth_place,ninth_place,tenth_place
STA12,1,Zachary Patel,Josh Boyce,Francisco Guajardo,Timo Varis,Jozsef Horváth,Steven Keller,Tom Quinn,Andrew Collins,Joe Heath,Randall Miller
STA12,2,Andrew Collins,Patrick Schmitz,Constantin Albu,Bjorn Kjóisdóttir,Elliott Phillips,Kevin Kent,Joe Heath,Darius Grimes,Kyle Morales,Michael Davis
STA12,3,Vasile Tomescu,Bjorn Kjóisdóttir,Sean Taylor,Leslie Moore,Travis Callahan,Jesse West,Adam Franco,William Ortega,Aidan Reardon,Adam Milmo
STA12,4,Kaur Tamm,Aidan Reardon,Mark Estrada,Jason Clark,Andrew Collins,Bjorn Kjóisdóttir,Kyle Morales,Widodo Ramadan,Travis Callahan,Aaron Doyle
STA12,5,Kyle Morales,Michael Davis,Bjorn Kjóisdóttir,Manuel Manning,Conor Lee,Billy Williams,Ruari Magee,Ante Jerič,Jeffery Williams,Anthony Reid
STA12,6,Patrick Schmitz,Jeffery Williams,Patrick Bennett,Kevin Hensley,Jesse West,Callum Davison,Duncan Wood,Damon Peterson,Michael Gordon,Darius Grimes
STA12,7,Kevin Kent,Craig Smith,Juan Gaytán,Andrew Collins,Adam Milmo,Mark Estrada,Kevin Hensley,Luis Arranz,Damon Peterson,Jesse West
STA12,8,Patrick Schmitz,Darius Grimes,Elliot Holmes,David Munoz,Zachary Patel,Russell Warner,Mark Estrada,Pavel Čermák,Michael Jäkel,Peter Steiger
STA12,9,Kevin Hensley,Sean Taylor,Diogo Freitas,Tyler Maughan,Tomas Brožová,Michael Russell,David Garcia,Darius Grimes,Antanas Žukauskas,Terry Nguyen
STA12,10,Sean Taylor,Ronald Wilcox,Conor Lee,Chad Jones,Bryan Washington,Manuel Manning,Joe Hayes,Bryan Lennon,Michael Gordon,David Munoz
