event_code,season,first_place,second_place,third_place,fourth_place,fifth_place,sixth_place,seventh_place,eighth_place,ninth_place,tenth_place
STA_11,1,Kaur Tamm,Francisco Guajardo,Andrew Collins,Sean Taylor,Ethan Cox,Steven Keller,Darius Grimes,Cole Smith,David Munoz,Jeffery Williams
STA_11,2,Patrick Schmitz,Bjorn Kjóisdóttir,Luis Arranz,Constantin Albu,Elliott Phillips,Vasile Tomescu,Michael Gordon,Kevin Kent,Kaur Tamm,Kyle Morales
STA_11,3,Vasile Tomescu,Karoly Molnár,Leslie Moore,Bjorn Kjóisdóttir,Kyle Morales,David Munoz,William Ortega,Josh Boyce,Adam Milmo,Michael Davis
STA_11,4,Damon Peterson,Adam Milmo,Patrick Schmitz,Michael Crawford,Ethan Cox,Mark Perry,Dennis Lyons,Manuel Manning,Randall Miller,Robert Lee
STA_11,5,Adam Milmo,Jeffery Williams,Luis Arranz,Bjorn Kjóisdóttir,Constantin Albu,Zachary Patel,Leslie Moore,Billy Williams,Alexander Campbell,Ryan Hubbard
STA_11,6,Jesse West,Juan Gaytán,Anthony Gaines,David Ruiz,Russell Warner,Francisco Guajardo,James Jennings,Dennis Lyons,Darius Grimes,Kevin Kent
STA_11,7,Aidan Reardon,Manuel Manning,Jeffery Williams,Sean Taylor,Callum Davison,Ryan Hubbard,Patrick Schmitz,Charles Leonard,Jesse West,Constantin Stănescu
STA_11,8,Luis Arranz,Peter Steiger,Francisco Guajardo,Terry Nguyen,Manuel Manning,Joe Heath,Mariusz Machowicz,David Munoz,Oliver Smith,Nathan Banks
STA_11,9,Patrick Schmitz,William Ortega,Ronald Wilcox,Michael Jäkel,Michael Davis,Oliver Smith,Mark Estrada,Steven Keller,Philip Hall,Randall Miller
STA_11,10,Adam Franco,Duncan Wood,Aidan Reardon,Darius Grimes,Tyler Maughan,Kevin Kent,Tomas Brožová,Andreas Weinhage,Stephen Johnson,Karoly Molnár
