event_code,season,first_place,second_place,third_place,fourth_place,fifth_place,sixth_place,seventh_place,eighth_place,ninth_place,tenth_place
STA_14,1,Ethan Cox,Karoly Molnár,Tomas Brožová,Francisco Guajardo,David Kennedy,Mark Estrada,Daniel Wagner,David Munoz,Austin Love,Charles Leonard
STA_14,2,Patrick Schmitz,Jeffery Williams,Bjorn Kjóisdóttir,Cole Smith,Jozsef Horváth,Randall Miller,Leslie Moore,Chad Jones,Harry Miles,Zachary Patel
STA_14,3,Mark Estrada,Luke Clark,Vasile Tomescu,Austin Love,Josh Boyce,Daniel Whitaker,Kevin Kent,Jose Lucero,Aaron Doyle,Travis Callahan
STA_14,4,Patrick Schmitz,William Ortega,Michael Wenger,Michael Crawford,Andrew Collins,Nicholas Taylor,Christian Henry,Francisco Guajardo,Pavel Čermák,Leslie Moore
STA_14,5,Gareth Saunders,Austin Love,Kevin Hensley,Mark Perry,Tyler Maughan,Ryan Hubbard,Anthony Gaines,Carlos Smith,Constantin Albu,Travis Johnson
STA_14,6,Sean Taylor,Derrick Robinson,Ethan Cox,Pavel Čermák,Simon Wilson,Aaron Doyle,Darrell Baker,Anthony Reid,Damon Peterson,Michael Davis
STA_14,7,Michael Davis,Michael Russell,David Morris,Milan Paľovčík,Tyler Maughan,Christian Henry,Leslie Moore,Luke Clark,Manuel Manning,Kyle Morales
STA_14,8,Manuel Manning,Adam Milmo,Bjorn Kjóisdóttir,Damon Peterson,Brandon Baker,Adam Franco,Jeffery Williams,Michael Gordon,Craig Smith,Darius Grimes
STA_14,9,Dale Howell,Vasile Tomescu,Mark Perry,Jesse West,Adam Milmo,Aidan Reardon,Michael Johnson,Brandon Baker,Michael Davis,Michael Russell
STA_14,10,Josh Boyce,Billy Williams,Jason Clark,Christian Henry,Craig Smith,Joshua Church,Joe Heath,Michael Jäkel,Kevin Kent,Kevin Thomas
