event_code,season,first_place,second_place,third_place,fourth_place,fifth_place,sixth_place,seventh_place,eighth_place,ninth_place,tenth_place
STA_4,1,Randall Miller,David Munoz,Darius Grimes,Jozsef Horváth,Vasile Tomescu,Patrick Schmitz,Josh Boyce,Kevin Roberts,Timo Varis,Andrew Collins
STA_4,2,Kevin Kent,Patrick Schmitz,Kyle Morales,Andrew Collins,Randall Miller,Jozsef Horváth,Elliott Phillips,Diogo Freitas,Chad Jones,Joe Heath
STA_4,3,Darius Grimes,Luke Clark,Mark Estrada,Ethan Cox,Diogo Freitas,Travis Callahan,Francisco Guajardo,Anthony Reid,Austin Love,Michael Gordon
STA_4,4,Jeremy Freeman,Diogo Freitas,Ryan Hubbard,Adam Milmo,Austin Love,Darrell Baker,Kaur Tamm,Vasile Tomescu,Timothy Francis,Andrew Collins
STA_4,5,Pavel Čermák,Martin Simmons,Tyler Maughan,Francisco Guajardo,Luis Arranz,Dillon Stanley,Diogo Freitas,Michael Davis,Leslie Moore,Adam Milmo
STA_4,6,Damon Peterson,Brandon Baker,Derrick Robinson,Mark Estrada,Patrick Bennett,Martin Simmons,Kevin Hensley,David Morris,Christian Henry,Zachary Patel
STA_4,7,Jesse West,Kevin Kent,Christian Henry,Milan Paľovčík,Vasile Tomescu,Travis Callahan,Jozsef Horváth,Francisco Guajardo,Andrew Collins,Michael Crawford
STA_4,8,Karoly Molnár,Patrick Schmitz,Leslie Moore,Michael Davis,Joe Heath,Timothy Hamilton,Ethan Cox,Jason Clark,Callum Davison,Elliott Phillips
STA_4,9,Jesse West,Mark Perry,Michael Russell,Adam Franco,Christian Henry,Mark Estrada,Timo Varis,Charles Leonard,Juan Gaytán,Manuel Manning
STA_4,10,Aaron Doyle,Danny Taylor,Ryan Hubbard,Craig Smith,Kaur Tamm,David Morris,Martin Simmons,Daniel Whitaker,Manuel Manning,Mark Estrada
