event_code,season,first_place,second_place,third_place,fourth_place,fifth_place,sixth_place,seventh_place,eighth_place,ninth_place,tenth_place
INV_4,1,Zachary Patel,Kevin Roberts,Sean Taylor,Randall Miller,Austin Love,Mark Estrada,Jeffery Williams,Tony Allen,Andrew Collins,Steven Keller
INV_4,2,Patrick Schmitz,Leslie Moore,Constantin Albu,Luis Arranz,Kevin Kent,Jeffery Williams,Jozsef Horváth,Darius Grimes,Randall Miller,James Dennis
INV_4,3,Ethan Cox,Vasile Tomescu,Jeffery Williams,Francisco Guajardo,Martin Simmons,David Kennedy,Constantin Albu,Aaron Doyle,Aidan Reardon,Travis Callahan
INV_4,4,William Ortega,Darius Grimes,Aidan Reardon,Vasile Tomescu,Jesse West,Leslie Moore,Kevin Kent,Craig Smith,Constantin Albu,Adam Franco
INV_4,5,Darius Grimes,Luke Clark,Luis Arranz,Jeffery Williams,Darren Jensen,Daniel Whitaker,Billy Williams,Jeremy Freeman,Tyler Maughan,Craig Jackson
INV_4,6,Andrew Collins,Callum Davison,Jozsef Horváth,Manuel Manning,Philip Hall,William Ortega,Michael Davis,Christian Henry,Michael Crawford,Vasile Tomescu
INV_4,7,Aidan Reardon,Bjorn Kjóisdóttir,Ryan Hubbard,Karoly Molnár,Michael Johnson,Ante Jerič,Constantin Albu,Patrick Bennett,Terry Nguyen,Jeremy Freeman
INV_4,8,Travis Callahan,Constantin Albu,James Dennis,Jesse West,Stephen Schwartz,Jeremy Freeman,Adam Franco,Michael Gordon,Mark Estrada,Kaur Tamm
INV_4,9,Nathan Banks,Ryan Hubbard,Tyler Maughan,Danny Taylor,Billy Williams,Callum Davison,Pavel Čermák,Diogo Freitas,Kyle Morales,Joe Heath
INV_4,10,Callum Davison,Ryan Hubbard,Kevin Hensley,Conor Lee,Harry Miles,Randall Miller,Sean Taylor,Dennis Lyons,Nathaniel Dunn,Terry Nguyen
