event_code,season,first_place,second_place,third_place,fourth_place,fifth_place,sixth_place,seventh_place,eighth_place,ninth_place,tenth_place
INV_1,1,Andrew Collins,Elliott Phillips,Tomas Brožová,Jozsef Horváth,Vasile Tomescu,Mark Estrada,David Munoz,Travis Callahan,Joe Heath,Michael Johnson
INV_1,2,Patrick Schmitz,Leslie Moore,Luis Arranz,Kyle Morales,Mark Perry,Jozsef Horváth,Adam Milmo,Andrew Collins,Duncan Wood,Sean Taylor
INV_1,3,Kevin Kent,William Ortega,Karoly Molnár,Manuel Manning,Sean Taylor,Jesse West,Patrick Schmitz,Martin Simmons,Terence Heaney,Ethan Cox
INV_1,4,Randall Miller,Vasile Tomescu,William Ortega,Michel Charlier,Harry Miles,Michael Gordon,Sean Taylor,Jesse West,Trevor Booker,Constantin Albu
INV_1,5,Jose Lucero,Patrick Schmitz,Deaglan Brannelly,Conor Lee,Callum Davison,Kevin Roberts,Adam Williams,Pavel Čermák,Mark Estrada,Andrew Collins
INV_1,6,Christian Henry,Elliot Holmes,Aidan Reardon,Milan Paľovčík,Kaur Tamm,Darius Grimes,Jozsef Horváth,Jeffery Williams,Kevin Hensley,Simon Wilson
INV_1,7,Kevin Hensley,Conor Lee,Pavel Čermák,Jesse West,Anthony Reid,Constantin Stănescu,Luke Clark,Andrew Collins,Leslie Moore,Peter Steiger
INV_1,8,Abdul Shaw,Diogo Freitas,Sean Taylor,Luke Clark,Nathan Banks,Charles Leonard,Francisco Guajardo,Kaur Tamm,Philip Hall,Manuel Manning
INV_1,9,Martin Simmons,Nathan Banks,Manuel Manning,Sean Taylor,Huynh Phạm,Giuseppe Bernardini,Juan Bird,Jeremy Freeman,Elliott Phillips,Anders Thomsen
INV_1,10,Kevin Kent,Martin Simmons,Vasile Tomescu,Christian Henry,Eric Welch,Dennis Lyons,Aidan Reardon,Bryan Lennon,John Krause,Russell Warner
